Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2359.0,66.7041455831,16.96,0.500875183421
1,1,2,2508.95,115.32363926,15.965875,0.742323914679
1,1,Total,4867.95,124.726221701,16.4629375,0.418086125939
1,2,1,2398.0375,65.613066727,16.683875,0.46664027766
1,2,2,2546.9125,126.19285961,15.7365,0.799243471404
1,2,Total,4944.95,129.357311058,16.2101875,0.417448127415
1,3,1,2321.825,62.0493423501,17.229875,0.469450240687
1,3,2,2409.5875,117.857314908,16.637375,0.843488452196
1,3,Total,4731.4125,128.906373024,16.933625,0.462813338949
1,Total,Total,14544.3125,332.831070306,16.5355833333,0.381392638347
2,1,1,2349.1,61.8437393862,17.028125,0.44471607711
2,1,2,2584.1875,129.624881749,15.507875,0.802902478039
2,1,Total,4933.2875,121.864024011,16.268,0.385581592606
2,2,1,2372.9,68.0711838883,16.86225,0.49383535154
2,2,2,2646.9375,129.856429363,15.14125,0.770671866998
2,2,Total,5019.8375,124.161434701,16.00175,0.37950425691
2,3,1,2293.275,64.7268799444,17.445375,0.491901358204
2,3,2,2467.2,133.95799455,16.249875,0.922838896962
2,3,Total,4760.475,131.23348359,16.847625,0.456551448014
2,Total,Total,14713.6,358.660715525,16.3724583333,0.386521231106
3,1,1,2324.4625,62.4264516618,17.20875,0.467677739853
3,1,2,2659.525,129.081465298,15.06575,0.755882877204
3,1,Total,4983.9875,138.224134051,16.13725,0.420866270591
3,2,1,2343.775,62.2184748093,17.06825,0.45248617015
3,2,2,2729.125,132.261571961,14.684875,0.769444964762
3,2,Total,5072.9,145.116417691,15.8765625,0.446591588229
3,3,1,2261.6375,59.8447873749,17.688125,0.458141799259
3,3,2,2541.55,120.443789085,15.76725,0.805674456039
3,3,Total,4803.1875,134.502749842,16.7276875,0.457531173283
3,Total,Total,14860.075,367.76019894,16.2471666667,0.378538569586
Total,Total,Total,14705.9958333,204.709684272,16.3850694444,0.223390973225
