Throughput,latency(ms)
2584.66666667,3.09166666667
2566.0,3.11166666667
2560.0,3.11666666667
2478.33333333,3.22666666667
2508.33333333,3.19166666667
2539.33333333,3.14833333333
2509.33333333,3.18833333333
2531.0,3.15
2569.66666667,3.11
2500.0,3.19166666667
2552.0,3.12666666667
2479.33333333,3.22333333333
2548.66666667,3.13333333333
2545.0,3.135
2563.33333333,3.11666666667
2540.66666667,3.14666666667
2540.33333333,3.14333333333
2569.33333333,3.11
2522.66666667,3.16333333333
2556.66666667,3.12
2573.66666667,3.10666666667
2523.33333333,3.16
2589.66666667,3.08166666667
2572.66666667,3.10666666667
2552.0,3.12833333333
2571.33333333,3.11
2508.0,3.18666666667
2579.66666667,3.1
2548.33333333,3.135
2482.33333333,3.22166666667
2543.66666667,3.13666666667
2519.33333333,3.16833333333
2577.33333333,3.10333333333
2565.33333333,3.10833333333
2566.66666667,3.115
2595.66666667,3.07166666667
2557.0,3.12666666667
2573.33333333,3.10333333333
2591.66666667,3.08
2543.0,3.14166666667
2557.66666667,3.12
2536.33333333,3.14666666667
2553.33333333,3.13166666667
2505.33333333,3.18833333333
2546.0,3.11
2539.33333333,3.175
2532.66666667,3.155
2540.0,3.14333333333
2506.33333333,3.18
2513.66666667,3.17833333333
2530.33333333,3.15333333333
2458.33333333,3.24833333333
2533.66666667,3.15166666667
2559.0,3.12
2496.66666667,3.19333333333
2557.33333333,3.12666666667
2499.66666667,3.205
2534.33333333,3.15166666667
2546.33333333,3.13333333333
2547.0,3.13666666667
2629.33333333,3.03333333333
2516.66666667,3.16833333333
2567.33333333,3.11166666667
2523.66666667,3.16833333333
2541.0,3.14166666667
2561.66666667,3.115
2519.33333333,3.17833333333
2575.33333333,3.10166666667
2519.33333333,3.14333333333
2492.33333333,3.22833333333
2468.33333333,3.235
2538.33333333,3.145
2542.0,3.14666666667
2563.66666667,3.11333333333
2540.33333333,3.14166666667
2589.33333333,3.08333333333
2587.33333333,3.08833333333
2510.66666667,3.18
2539.0,3.15
2604.66666667,3.065
