[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  1   1  97   0   1   0|   0     0 |5764B 6381k|1510522834
 10   8  80   0   1   0|5031k 5031k|   0     0 |1510522835
  9  10  76   0   5   0|7918k 7916k|   0     0 |1510522836
  4   4  88   0   3   0|8911k 8919k|   0    60k|1510522837
  5   5  87   0   3   0|8578k 8555k|   0     0 |1510522838
  3   3  91   0   2   0|8239k 8244k|   0     0 |1510522839
  5   6  87   0   2   0|7540k 7541k|   0     0 |1510522840
  2   4  91   0   3   0|8576k 8569k|   0     0 |1510522841
  3   4  92   0   2   0|8715k 8720k|   0     0 |1510522842
  2   3  91   0   3   0|8189k 8189k|   0    28k|1510522843
  2   4  92   0   2   0|8866k 8859k|   0     0 |1510522844
  3   3  91   0   3   0|8888k 8891k|   0     0 |1510522845
  2   4  91   0   3   0|8799k 8806k|   0     0 |1510522846
  3   5  89   0   4   0|8490k 8492k|   0     0 |1510522847
  2   4  92   0   2   0|8687k 8687k|   0    28k|1510522848
  2   3  92   0   3   0|7955k 7952k|   0     0 |1510522849
  2   4  89   0   4   0|8640k 8623k|   0     0 |1510522850
  2   4  91   0   3   0|8989k 8997k|   0     0 |1510522851
  3   4  90   0   4   0|8472k 8467k|   0     0 |1510522852
  3   4  89   0   4   0|9107k 9099k|   0    12k|1510522853
  2   3  93   0   2   0|8428k 8421k|   0    56k|1510522854
  2   4  92   0   2   0|9476k 9469k|   0     0 |1510522855
  2   5  89   0   4   0|8485k 8480k|   0     0 |1510522856
  2   5  91   0   3   0|9218k 9212k|   0     0 |1510522857
  2   4  89   0   4   0|7851k 7842k|   0    12k|1510522858
  2   6  87   0   5   0|6366k 6355k|   0     0 |1510522859
  4   4  89   0   3   0|8638k 8636k|   0     0 |1510522860
  2   3  92   0   3   0|8240k 8243k|   0     0 |1510522861
  2   3  92   0   3   0|7981k 7974k|   0     0 |1510522862
  3   4  90   0   4   0|8682k 8660k|   0    12k|1510522863
  3   4  89   0   4   0|9167k 9181k|   0    36k|1510522864
  2   4  92   0   3   0|8011k 8013k|   0     0 |1510522865
  2   3  92   0   3   0|8595k 8588k|   0     0 |1510522866
  2   3  90   0   5   0|9182k 9188k|   0     0 |1510522867
  2   4  90   0   3   0|9876k 9885k|   0    20k|1510522868
  2   4  90   0   4   0|8535k 8533k|   0  4096B|1510522869
  2   3  91   0   4   0|7917k 7905k|   0     0 |1510522870
  3   4  90   0   4   0|9065k 9065k|   0     0 |1510522871
  2   3  92   0   3   0|8282k 8289k|   0     0 |1510522872
  3   4  89   0   4   0|8621k 8629k|   0    20k|1510522873
  3   4  90   0   4   0|9071k 9057k|   0  8192B|1510522874
  3   4  90   0   4   0|9220k 9235k|   0     0 |1510522875
  3   4  90   0   4   0|8842k 8833k|   0     0 |1510522876
  3   3  90   0   3   0|9075k 9084k|   0     0 |1510522877
  3   4  90   0   4   0|8596k 8596k|   0    20k|1510522878
  3   4  89   0   4   0|9241k 9237k|   0  4096B|1510522879
  2   3  91   0   4   0|8786k 8786k|   0     0 |1510522880
  3   3  91   0   3   0|8550k 8554k|   0     0 |1510522881
  2   4  90   0   4   0|8486k 8485k|   0     0 |1510522882
  2   4  90   0   4   0|9371k 9377k|   0     0 |1510522883
  3   4  88   1   5   0|8840k 8839k|   0    12k|1510522884
  3   4  89   0   4   0|9239k 9236k|   0     0 |1510522885
  3   4  88   0   5   0|9303k 9314k|   0     0 |1510522886
  2   4  90   0   3   0|9464k 9465k|   0     0 |1510522887
  1   7  85   0   7   0|5772k 5777k|   0     0 |1510522888
  2   6  88   0   4   0|8938k 8944k|   0    32k|1510522889
  3   4  90   0   4   0|9175k 9166k|   0     0 |1510522890
  2   4  90   0   4   0|9534k 9529k|   0     0 |1510522891
  2   4  89   0   5   0|8778k 8767k|   0     0 |1510522892
  3   4  91   0   3   0|8862k 8857k|   0     0 |1510522893
  3   4  91   0   2   0|9949k 9940k|   0    20k|1510522894
  2   3  91   1   3   0|7378k 7386k|   0    12k|1510522895
  3   4  89   0   4   0|9184k 9167k|   0     0 |1510522896
  2   4  91   0   3   0|8815k 8824k|   0     0 |1510522897
  3   4  89   0   5   0|9069k 9048k|   0     0 |1510522898
  3   3  89   0   5   0|8869k 8875k|   0  8192B|1510522899
  2   3  92   0   3   0|6796k 6793k|   0    20k|1510522900
  3   4  91   0   3   0|9124k 9118k|   0     0 |1510522901
  2   4  90   0   4   0|8860k 8852k|   0     0 |1510522902
  2   4  90   0   4   0|8567k 8560k|   0     0 |1510522903
  2   4  90   0   4   0|8400k 8378k|   0  8192B|1510522904
  3   4  88   1   4   0|8809k 8822k|   0    20k|1510522905
