Throughput,Latency
810,4.93
840,4.75
867,4.6
894,4.45
882,4.54
897,4.45
948,4.21
944,4.23
827,4.83
846,4.72
860,4.65
906,4.41
818,4.86
822,4.85
898,4.45
919,4.35
826,4.82
851,4.69
815,4.9
808,4.95
824,4.83
796,5.01
848,4.7
897,4.46
880,4.55
792,5.02
856,4.67
850,4.69
803,4.99
841,4.74
832,4.8
889,4.49
932,4.27
900,4.44
795,5.03
852,4.67
916,4.36
911,4.38
824,4.84
874,4.57
840,4.76
849,4.71
869,4.59
817,4.87
871,4.58
928,4.31
898,4.45
815,4.89
797,4.99
809,4.94
858,4.67
873,4.56
856,4.66
865,4.63
916,4.35
917,4.35
837,4.76
865,4.62
838,4.76
844,4.74
839,4.75
868,4.6
866,4.6
882,4.53
896,4.45
877,4.55
821,4.87
824,4.84
821,4.85
798,5.01
844,4.72
844,4.75
847,4.71
868,4.6
780,5.11
796,5.01
834,4.79
828,4.82
792,5.04
812,4.92
