Throughput,Latency
10712,2.24
9207,2.6
9245,2.58
10248,2.34
9570,2.5
8146,2.95
9683,2.47
9430,2.54
10494,2.28
10478,2.29
9540,2.52
9141,2.61
10135,2.36
9709,2.48
9750,2.46
10810,2.21
10897,2.2
10346,2.33
9706,2.47
10162,2.36
9215,2.6
9700,2.47
9253,2.58
9827,2.42
9629,2.51
10109,2.37
9594,2.5
9256,2.57
9423,2.55
10125,2.36
10331,2.33
7442,3.21
10466,2.3
9928,2.4
8501,2.83
10233,2.34
10576,2.28
10148,2.36
10211,2.34
9541,2.51
10476,2.29
11105,2.16
10339,2.31
10184,2.35
9507,2.51
8788,2.73
8980,2.66
10701,2.24
8621,2.79
10393,2.3
9453,2.54
9794,2.43
9784,2.46
9619,2.49
10346,2.31
9642,2.48
6684,3.56
8047,2.99
9677,2.46
9248,2.59
9299,2.58
8950,2.68
10500,2.28
9395,2.54
9868,2.43
10115,2.36
9852,2.43
9206,2.6
8048,2.98
10228,2.34
10290,2.34
7037,3.4
9424,2.53
10004,2.4
10103,2.36
10147,2.37
10056,2.38
9580,2.5
9499,2.5
9833,2.46
