Throughput,Latency
3263,0.61
3400,0.58
3824,0.52
3840,0.51
3785,0.52
2821,0.7
2208,0.88
3531,0.56
3148,0.62
3089,0.64
3312,0.6
3090,0.63
3123,0.63
2354,0.83
2973,0.66
2526,0.79
2170,0.91
2221,0.88
2171,0.89
3021,0.65
3020,0.65
2515,0.78
2765,0.71
2644,0.75
2553,0.77
2117,0.93
2480,0.8
2364,0.84
2709,0.73
3107,0.64
3040,0.65
3290,0.6
3208,0.62
2866,0.68
3574,0.55
2850,0.7
3655,0.54
2775,0.71
2380,0.82
2550,0.77
3041,0.65
2456,0.79
2464,0.81
2968,0.66
2470,0.8
2651,0.74
2678,0.73
3488,0.57
2721,0.73
2811,0.71
2695,0.73
3639,0.54
3326,0.59
2321,0.85
2502,0.79
3188,0.62
4008,0.49
3203,0.61
2808,0.71
3051,0.65
2866,0.69
3183,0.62
3069,0.65
3259,0.61
3632,0.54
3026,0.65
3218,0.61
3263,0.6
3275,0.6
2795,0.7
3306,0.6
3438,0.57
3453,0.57
3958,0.5
3340,0.59
2220,0.9
2085,0.95
2085,0.94
2379,0.83
2826,0.69
