Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,3599.475,115.449476593,17.785125,0.576651165312
1,1,Total,3599.475,115.449476593,17.785125,0.576651165312
1,2,1,3639.9875,112.452014379,17.5895,0.562397444941
1,2,Total,3639.9875,112.452014379,17.5895,0.562397444941
1,3,1,3530.6,106.245309651,18.1315,0.542738251947
1,3,Total,3530.6,106.245309651,18.1315,0.542738251947
1,Total,Total,10770.0625,295.623192584,17.835375,0.49964248646
2,1,1,3592.275,116.337785692,17.8215,0.58953768628
2,1,Total,3592.275,116.337785692,17.8215,0.58953768628
2,2,1,3637.9125,118.92463242,17.60225,0.586312171139
2,2,Total,3637.9125,118.92463242,17.60225,0.586312171139
2,3,1,3539.9875,109.747292432,18.085,0.572803454484
2,3,Total,3539.9875,109.747292432,18.085,0.572803454484
2,Total,Total,10770.175,325.154170833,17.83625,0.54807382314
3,1,1,3587.625,142.874768126,17.855625,0.758777904415
3,1,Total,3587.625,142.874768126,17.855625,0.758777904415
3,2,1,3635.2875,149.700899581,17.6275,0.788461889947
3,2,Total,3635.2875,149.700899581,17.6275,0.788461889947
3,3,1,3524.5,151.064409098,18.182625,0.854167362354
3,3,Total,3524.5,151.064409098,18.182625,0.854167362354
3,Total,Total,10747.4125,432.267518369,17.8885833333,0.779761724758
Total,Total,Total,10762.55,211.562156331,17.8534027778,0.368678678
