Throughput,Latency
5641,0.7
4325,0.92
4394,0.9
4308,0.92
3962,1.01
3867,1.02
4148,0.96
3973,1.0
3149,1.25
3440,1.16
4454,0.89
4071,0.97
3420,1.17
3434,1.15
3524,1.12
4485,0.89
3516,1.12
4831,0.83
3024,1.29
4272,0.93
3755,1.06
3813,1.03
3925,1.01
4648,0.85
3863,1.03
3879,1.03
4772,0.83
4005,0.99
3988,0.99
4500,0.88
4587,0.86
4614,0.86
4308,0.92
4124,0.96
3610,1.1
4203,0.95
3877,1.03
4344,0.91
4067,0.97
3384,1.16
4611,0.87
3960,1.0
4184,0.95
3679,1.08
3494,1.13
3703,1.07
3793,1.04
3356,1.18
3567,1.11
4399,0.9
4120,0.96
4197,0.94
4819,0.82
4816,0.82
4779,0.82
3955,1.01
3526,1.12
4751,0.84
3921,1.0
4119,0.97
3989,0.99
4146,0.96
4180,0.95
4830,0.82
4514,0.88
4439,0.89
4349,0.91
4240,0.93
3636,1.08
4742,0.84
3385,1.17
4051,0.97
4091,0.97
4388,0.9
4454,0.89
4173,0.96
4952,0.8
4480,0.88
3817,1.04
3343,1.17
