Throughput,Latency
4252,0.94
4635,0.85
4054,0.97
4563,0.87
4348,0.91
4763,0.83
5274,0.75
5051,0.78
4564,0.86
3444,1.16
3493,1.13
3963,0.99
3741,1.06
3646,1.09
3572,1.11
3802,1.04
3209,1.23
4280,0.93
4693,0.84
4121,0.96
4167,0.95
3981,0.99
4176,0.94
3251,1.22
4222,0.93
4007,0.99
3955,1.01
4504,0.88
4917,0.81
4343,0.91
3859,1.03
3842,1.04
3622,1.09
3632,1.08
4272,0.93
4528,0.88
4774,0.83
4107,0.96
4202,0.94
4236,0.93
4629,0.86
4162,0.95
3532,1.13
3766,1.05
3820,1.04
3701,1.07
3826,1.04
4319,0.91
3796,1.05
4320,0.92
4145,0.96
3361,1.17
4282,0.92
3509,1.14
3777,1.05
3469,1.14
4574,0.87
4781,0.83
3160,1.25
4174,0.95
3842,1.04
4257,0.93
4592,0.86
4360,0.91
3930,1.01
4545,0.87
4782,0.83
5238,0.76
5053,0.78
4693,0.85
4109,0.97
4451,0.89
4192,0.95
4407,0.9
3849,1.03
4575,0.86
4611,0.86
4474,0.88
4532,0.88
4616,0.86
