Throughput,Latency
4165,0.95
4510,0.88
4804,0.83
4275,0.93
4727,0.84
3653,1.09
4124,0.96
4189,0.95
5183,0.76
4732,0.84
3901,1.02
4411,0.89
3856,1.03
4208,0.95
4990,0.79
4478,0.89
4261,0.93
4951,0.8
3899,1.02
4801,0.83
4588,0.86
5025,0.79
4145,0.95
4569,0.87
4472,0.89
3726,1.07
3879,1.02
4092,0.98
4557,0.87
4939,0.8
5290,0.75
4694,0.85
4981,0.8
5334,0.74
5257,0.76
5037,0.79
4919,0.81
4617,0.86
5483,0.72
4768,0.83
4777,0.83
4518,0.88
5201,0.77
5233,0.75
4892,0.81
4872,0.82
4849,0.82
4926,0.81
4678,0.84
5525,0.72
4783,0.83
4732,0.84
3901,1.02
4815,0.83
5209,0.76
4064,0.97
4919,0.81
4240,0.93
4496,0.88
4555,0.87
4491,0.88
4435,0.89
3499,1.12
3403,1.16
3291,1.19
4703,0.84
4156,0.95
3408,1.16
4416,0.9
3619,1.09
3477,1.15
4076,0.98
4791,0.82
4763,0.83
4572,0.87
3810,1.04
3690,1.07
4193,0.95
4827,0.81
3382,1.17
