Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,6242.4875,305.2512509440852,5.132250000000001,0.28896428092159687
2,6066.191666666667,393.8505609560706,5.301458333333333,0.5500497869566916
Total,12308.679166666667,353.9683004495629,5.216854166666667,0.4469870131913519
