Throughput,Latency
2541,3.14
2334,3.42
2431,3.29
2416,3.3
2445,3.27
2560,3.11
2533,3.15
2503,3.19
2732,2.92
2616,3.05
2443,3.27
2575,3.1
2511,3.17
2550,3.13
2552,3.13
2575,3.1
2399,3.31
2411,3.33
2609,3.06
2376,3.34
2521,3.18
2509,3.18
2479,3.22
2612,3.05
2436,3.28
2580,3.1
2584,3.08
2588,3.08
2473,3.23
2579,3.09
2570,3.1
2569,3.11
2122,3.77
2558,3.12
2535,3.14
2593,3.08
2448,3.19
2608,3.13
2601,3.07
2500,3.19
2516,3.17
2503,3.18
2480,3.22
2631,3.04
2710,2.94
2657,3.0
2734,2.92
2628,3.03
2580,3.09
2588,3.08
2493,3.2
2463,3.16
2498,3.27
2515,3.17
2522,3.17
2447,3.27
2466,3.23
2474,3.23
2615,3.05
2517,3.17
2579,3.1
2511,3.18
2472,3.23
2521,3.17
2406,3.32
2517,3.17
2495,3.2
2509,3.18
2358,3.39
2349,3.4
2491,3.2
2442,3.27
2299,3.47
2496,3.19
2631,3.04
2550,3.13
2529,3.16
2497,3.2
2470,3.23
2446,3.21
