Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,915.3875,42.0570720584,4.37,0.211133169327
1,1,2,1079.275,42.9494772371,3.7025,0.146283061826
1,1,Total,1994.6625,71.8879127091,4.03625,0.151439297276
1,2,1,944.375,45.2921249477,4.238375,0.213769328832
1,2,2,1145.9875,33.8101526771,3.486125,0.10457259304
1,2,Total,2090.3625,65.7240575475,3.86225,0.13532169828
1,3,1,861.8875,42.8719003751,4.644,0.241538318893
1,3,2,1004.0375,38.3862593263,3.9815,0.158138698936
1,3,Total,1865.925,67.0827516551,4.31275,0.167076310921
1,Total,Total,5950.95,179.965882843,4.07041666667,0.131880401217
2,1,1,909.025,45.5436846905,4.402375,0.232216854947
2,1,2,1066.0625,39.1531700868,3.748,0.145918305564
2,1,Total,1975.0875,73.1113584052,4.0751875,0.164654305586
2,2,1,952.025,40.4875273809,4.202,0.182537667346
2,2,2,1136.9125,36.9348361341,3.51375,0.112299046966
2,2,Total,2088.9375,65.3888744747,3.857875,0.125596740162
2,3,1,850.0125,43.3920875217,4.7085,0.251577805867
2,3,2,1000.6625,36.772631454,3.99475,0.153894382655
2,3,Total,1850.675,67.2563158768,4.351625,0.173966705312
2,Total,Total,5914.7,181.194447619,4.09489583333,0.136695824756
3,1,1,913.375,49.3297802062,4.383625,0.253383402641
3,1,2,1078.7375,36.9620892849,3.70325,0.129093970287
3,1,Total,1992.1125,73.6172093512,4.0434375,0.165358440262
3,2,1,963.8125,38.6667337316,4.150125,0.172520362034
3,2,2,1145.1,32.574199622,3.489,0.0999949365807
3,2,Total,2108.9125,60.2045445423,3.8195625,0.116040133144
3,3,1,862.6125,46.2835218921,4.641,0.255974682292
3,3,2,1009.5875,33.0793804566,3.957625,0.131295817801
3,3,Total,1872.2,69.1398143189,4.2993125,0.170237629432
3,Total,Total,5973.225,171.602349797,4.05410416667,0.124839121156
Total,Total,Total,5946.29166667,105.254475302,4.07313888889,0.0767743236057
