Throughput,Latency
1317,3.03
1172,3.41
1215,3.28
1294,3.08
1194,3.34
1323,3.02
1252,3.19
1254,3.19
1283,3.11
1234,3.24
1386,2.88
1266,3.16
1365,2.92
1381,2.89
1395,2.86
1327,3.0
1338,2.98
1238,3.23
1295,3.08
1311,2.99
1271,3.19
1270,3.15
1251,3.19
1249,3.2
1288,3.1
1321,3.03
1309,3.05
1321,3.02
1259,3.17
1263,3.17
1263,3.15
1287,3.1
1340,2.97
1302,3.07
1293,3.09
1350,2.95
1368,2.92
1361,2.93
1290,3.1
1351,2.95
1298,3.07
1265,3.16
1342,2.97
1320,3.02
1274,3.13
1337,2.99
1309,3.05
1282,3.11
1302,3.07
1324,3.01
1344,2.97
1309,3.06
1259,3.17
1300,3.07
1287,3.1
1291,3.09
1313,3.04
1297,3.08
1323,3.02
1310,3.05
1282,3.11
1322,3.02
1278,3.12
1263,3.17
1281,3.11
1393,2.87
1339,2.98
1323,3.01
1301,3.07
1282,3.11
1279,3.12
1220,3.27
1263,3.16
1285,3.1
1252,3.19
1272,3.14
1305,3.06
1291,3.09
1289,3.1
1323,3.01
