Throughput,Latency
2053,15.52
2072,15.55
2093,15.22
2056,15.5
2112,15.31
2054,15.52
2058,15.41
2103,15.39
2103,15.2
2044,15.53
2043,15.6
2086,15.45
2084,15.29
2046,15.57
2098,15.42
2043,15.59
2053,15.52
2097,15.19
2087,15.5
2069,15.4
2039,15.63
2086,15.26
2120,15.26
2067,15.41
2041,15.6
2051,15.55
2089,15.47
2071,15.38
2080,15.32
2042,15.59
2079,15.56
2087,15.26
2051,15.55
2052,15.52
2097,15.43
2062,15.45
2054,15.5
2074,15.36
2085,15.51
2054,15.51
2051,15.54
2096,15.19
2112,15.31
2116,15.06
2078,15.33
2063,15.44
2126,15.22
2074,15.3
2065,15.61
2085,15.29
2050,15.53
2131,15.18
2067,15.41
2061,15.4
2085,15.52
2074,15.36
2087,15.26
2071,15.38
2063,15.62
2081,15.31
2074,15.54
2054,15.51
2050,15.53
2063,15.62
2053,15.52
2102,15.1
2082,15.49
2031,15.61
2095,15.38
2031,15.62
2086,15.45
2023,15.71
2065,15.61
2066,15.36
2065,15.6
2047,15.51
2112,15.25
2093,15.19
2095,15.42
2045,15.53
