Throughput,Latency
8258,1.95
8164,1.94
8842,1.81
8669,1.84
8840,1.81
8305,1.92
8802,1.82
7920,2.03
7955,2.0
8573,1.85
8981,1.77
9044,1.77
8685,1.85
8888,1.79
8858,1.81
8449,1.89
8257,1.92
7249,2.2
8240,1.92
8015,1.99
7087,2.26
7543,2.1
8381,1.9
7941,2.01
8192,1.93
8408,1.9
8443,1.89
7870,2.02
8461,1.88
7444,2.14
8179,1.95
8127,1.96
8957,1.78
8440,1.88
8538,1.87
8801,1.81
8793,1.82
8173,1.94
8436,1.9
8451,1.88
7597,2.09
8884,1.8
8952,1.78
8267,1.92
7872,2.02
7979,1.99
8441,1.88
7445,2.16
7128,2.23
8109,1.95
7866,2.03
7338,2.17
8247,1.93
7937,2.01
8320,1.92
8191,1.94
8150,1.95
8022,1.99
7916,2.01
8201,1.94
8050,1.98
8004,1.98
8100,1.97
8211,1.94
6762,2.36
7956,1.97
7056,2.28
8044,1.99
7839,2.02
7350,2.17
7935,2.0
8023,1.99
8054,1.98
8006,1.99
8374,1.9
7449,2.13
8185,1.95
8077,1.98
7929,2.0
7717,2.07
