Throughput,Latency
6268,1.26
6601,1.21
6297,1.25
6143,1.3
5951,1.34
6487,1.22
6200,1.29
6382,1.25
6112,1.29
6612,1.21
6262,1.27
5811,1.37
6556,1.22
6534,1.21
6036,1.32
6088,1.3
6241,1.27
6323,1.25
6793,1.17
7377,1.08
6645,1.19
6497,1.22
6570,1.2
5454,1.46
5624,1.41
5814,1.35
5510,1.45
5307,1.51
5926,1.34
5785,1.37
5577,1.42
5476,1.44
5791,1.38
5731,1.38
5930,1.34
5811,1.37
5986,1.32
6046,1.32
5330,1.49
5621,1.41
5434,1.46
5656,1.4
5984,1.34
6290,1.26
5445,1.46
5579,1.42
5847,1.36
6040,1.32
5945,1.33
5952,1.33
6252,1.27
5874,1.35
5705,1.4
5758,1.38
5738,1.38
5755,1.39
6056,1.31
6066,1.31
6201,1.29
6102,1.31
6878,1.16
7166,1.11
6179,1.28
5760,1.38
6038,1.33
5658,1.39
5868,1.35
6020,1.33
5543,1.42
5852,1.36
5461,1.46
6266,1.27
5749,1.39
6055,1.32
5219,1.52
5413,1.48
5885,1.35
6182,1.29
5474,1.44
5882,1.34
