MW host,Average Throughput,Std Throughput,Average Response Time,Std Response Time,Average Queue Time,Std Queue Time,Average Queue Length,Std Queue Length,Average Server Time,Std Server Time
1,5695.35,167.73907063024876,2.656651375,0.08350905796199469,0.22048216666666667,0.03757194138431407,1.4791666666666667,3.69546585992846,2.4134628333333334,0.06795684511361878
Total,5695.35,167.73907063024876,2.656651375,0.08350905796199469,0.22048216666666667,0.03757194138431407,1.4791666666666667,3.69546585992846,2.4134628333333334,0.06795684511361878
