Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,1700.475,85.2172168674,2.682704375,0.135670269878,0.0,0.0,1700.475,0.0,1700.475,0.15,0.392976309396,0.13593425,0.0334878038171,2.508388875,0.110125970321
1,2,2040.95,72.1857484444,2.2574585,0.0871623442836,0.0,0.0,2040.95,0.0,2040.95,0.275,0.871126144421,0.045993375,0.0101116615149,2.19126925,0.0848071830427
1,Total,3741.425,137.015269869,2.4700814375,0.101564721138,0.0,0.0,3741.425,0.0,3741.425,0.2125,0.482444986042,0.0909638125,0.0180020225348,2.3498290625,0.0909972822626
2,1,1694.325,77.4700881435,2.690151125,0.11096922795,0.0,0.0,1694.325,0.0,1694.325,0.2375,0.733359704167,0.138387375,0.034952205984,2.514351375,0.0842202436314
2,2,2033.8875,56.5638417737,2.266286375,0.0661591992751,0.0,0.0,2033.8875,0.0,2033.8875,0.1,0.586774059983,0.044445875,0.00736222443231,2.201628625,0.0636595855489
2,Total,3728.2125,116.464770981,2.47821875,0.0785960792436,0.0,0.0,3728.2125,0.0,3728.2125,0.16875,0.456623200063,0.091416625,0.0179186727225,2.35799,0.0673014985539
3,1,1688.2125,82.419687606,2.705898,0.130227094358,0.0,0.0,1688.2125,0.0,1688.2125,0.175,0.689431980471,0.134871125,0.0317797010284,2.532502875,0.107187236159
3,2,2019.3,86.0425858647,2.2785065,0.0909255486523,0.0,0.0,2019.3,0.0,2019.3,0.1125,0.595207654436,0.043118125,0.00780718819929,2.2150895,0.0916468037093
3,Total,3707.5125,125.475197383,2.49220225,0.0883432612708,0.0,0.0,3707.5125,0.0,3707.5125,0.14375,0.444329604537,0.088994625,0.0168976170849,2.3737961875,0.0804002415027
Total,Total,3725.71666667,72.0364046893,2.48016747917,0.0511027887924,0.0,0.0,3725.71666667,0.0,3725.71666667,0.175,0.254218971584,0.0904583541667,0.00974984285096,2.36053841667,0.0447913851047
