SETS,GETS,MGETS,INVLD,TOT,HITS,RSP T,Q T,SVR T,Q LEN
3245,0,0,0,3245,3245,2595.61,238.48,2322.35,0
3335,0,0,0,3335,3335,2521.86,139.18,2345.46,7
3270,0,0,0,3270,3270,2647.96,230.12,2390.06,0
3233,0,0,0,3233,3233,2640.67,136.44,2478.96,0
3429,0,0,0,3429,3429,2512.02,148.23,2322.46,6
3476,0,0,0,3476,3476,2430.44,135.97,2278.56,0
3220,0,0,0,3220,3220,2705.62,289.50,2399.08,0
3406,0,0,0,3406,3406,2486.46,138.96,2333.01,0
3464,0,0,0,3464,3464,2505.44,108.96,2369.51,0
3464,0,0,0,3464,3464,2495.66,145.31,2333.59,2
3308,0,0,0,3308,3308,2601.04,162.23,2409.61,0
3328,0,0,0,3328,3328,2531.07,143.47,2372.51,0
3205,0,0,0,3205,3205,2718.77,167.07,2528.61,0
3400,0,0,0,3400,3400,2507.37,162.31,2330.11,0
3392,0,0,0,3392,3392,2511.33,144.35,2350.95,0
3234,0,0,0,3234,3234,2616.81,116.99,2480.08,0
3306,0,0,0,3306,3306,2605.09,206.25,2381.23,0
3585,0,0,0,3585,3585,2419.59,110.53,2295.37,0
3304,0,0,0,3304,3304,2613.39,178.35,2419.27,0
3279,0,0,0,3279,3279,2634.73,135.15,2477.00,0
3383,0,0,0,3383,3383,2490.35,119.53,2356.44,0
3444,0,0,0,3444,3444,2459.65,129.14,2315.68,0
3289,0,0,0,3289,3289,2634.69,128.30,2472.79,0
3497,0,0,0,3497,3497,2465.50,117.20,2332.84,0
3314,0,0,0,3314,3314,2588.54,171.20,2402.72,0
3300,0,0,0,3300,3300,2642.70,153.25,2470.46,0
3079,0,0,0,3079,3079,2897.62,321.62,2561.54,0
3378,0,0,0,3378,3378,2506.72,136.97,2355.01,0
3302,0,0,0,3302,3302,2533.88,111.10,2409.43,0
3416,0,0,0,3416,3416,2522.70,151.48,2354.81,0
3315,0,0,0,3315,3315,2591.86,167.24,2409.78,0
3207,0,0,0,3207,3207,2775.02,336.84,2408.40,3
3339,0,0,0,3339,3339,2566.47,131.54,2420.74,0
3438,0,0,0,3438,3438,2517.12,135.38,2366.42,0
3453,0,0,0,3453,3453,2484.68,140.70,2328.15,0
3533,0,0,0,3533,3533,2439.67,118.11,2306.69,0
3367,0,0,0,3367,3367,2608.77,192.54,2400.24,0
3488,0,0,0,3488,3488,2448.52,127.46,2306.28,0
3467,0,0,0,3467,3467,2522.35,132.97,2372.48,0
3502,0,0,0,3502,3502,2488.75,161.45,2311.54,0
3460,0,0,0,3460,3460,2498.72,133.13,2350.84,0
3536,0,0,0,3536,3536,2431.26,123.09,2290.07,1
3492,0,0,0,3492,3492,2486.42,128.50,2344.49,0
3438,0,0,0,3438,3438,2499.54,132.84,2352.59,0
3418,0,0,0,3418,3418,2475.87,157.66,2303.79,0
3482,0,0,0,3482,3482,2528.05,169.39,2341.15,0
3468,0,0,0,3468,3468,2490.73,143.85,2331.74,0
3494,0,0,0,3494,3494,2463.72,131.62,2316.37,0
3478,0,0,0,3478,3478,2481.20,147.21,2319.42,0
3438,0,0,0,3438,3438,2499.72,166.19,2317.35,0
3534,0,0,0,3534,3534,2423.62,118.52,2289.93,0
3527,0,0,0,3527,3527,2420.37,124.62,2280.45,0
3516,0,0,0,3516,3516,2487.29,141.99,2329.93,0
3480,0,0,0,3480,3480,2471.38,131.48,2323.62,0
3516,0,0,0,3516,3516,2458.48,145.56,2295.67,0
3504,0,0,0,3504,3504,2480.95,129.77,2336.23,3
3414,0,0,0,3414,3414,2545.02,134.02,2386.38,0
3497,0,0,0,3497,3497,2519.40,149.29,2354.67,0
3446,0,0,0,3446,3446,2528.92,185.68,2324.18,0
3480,0,0,0,3480,3480,2467.15,143.42,2305.91,0
3447,0,0,0,3447,3447,2504.57,149.37,2339.16,0
3450,0,0,0,3450,3450,2501.74,152.74,2332.16,0
3476,0,0,0,3476,3476,2495.46,150.28,2329.33,0
3425,0,0,0,3425,3425,2529.69,165.40,2348.57,0
3397,0,0,0,3397,3397,2566.29,154.25,2395.04,0
3509,0,0,0,3509,3509,2467.94,153.96,2296.66,0
3406,0,0,0,3406,3406,2527.43,165.72,2339.66,0
3395,0,0,0,3395,3395,2489.96,157.79,2316.53,0
3469,0,0,0,3469,3469,2506.28,188.27,2300.59,1
3461,0,0,0,3461,3461,2484.81,169.43,2295.78,0
3515,0,0,0,3515,3515,2451.79,149.73,2284.98,0
3511,0,0,0,3511,3511,2451.09,147.19,2286.57,0
3432,0,0,0,3432,3432,2518.30,166.24,2335.78,5
3444,0,0,0,3444,3444,2532.41,178.35,2335.03,0
3411,0,0,0,3411,3411,2517.91,216.84,2283.43,0
3442,0,0,0,3442,3442,2526.33,163.61,2345.14,0
3501,0,0,0,3501,3501,2436.08,157.82,2260.23,0
3488,0,0,0,3488,3488,2463.11,161.77,2282.45,0
3560,0,0,0,3560,3560,2457.55,141.16,2298.19,0
3480,0,0,0,3480,3480,2493.78,174.19,2300.54,0
