MW host,Average Throughput,Std Throughput,Average Response Time,Std Response Time,Average Queue Time,Std Queue Time,Average Queue Length,Std Queue Length,Average Server Time,Std Server Time
1,850.1208333333333,31.748982511507972,2.5241276249999998,0.09592932967027598,0.020671166666666668,0.012580418149208161,0.0,0.0,2.4821517083333333,0.08871254259340884
Total,850.1208333333333,31.748982511507972,2.5241276249999998,0.09592932967027598,0.020671166666666668,0.012580418149208161,0.0,0.0,2.4821517083333333,0.08871254259340884
