Throughput,Latency
5456,1.47
6224,1.27
6120,1.3
5888,1.34
5877,1.35
5934,1.35
6472,1.22
6101,1.31
6068,1.31
6088,1.31
6144,1.3
6164,1.29
6160,1.29
5832,1.37
5813,1.36
6334,1.26
6815,1.16
6527,1.23
6059,1.3
6620,1.2
5940,1.34
5958,1.35
5724,1.39
6150,1.28
6083,1.3
6133,1.3
6978,1.13
6385,1.24
6515,1.22
6265,1.27
6488,1.23
6686,1.2
5896,1.34
5529,1.44
6021,1.24
6070,1.38
5923,1.34
5450,1.47
5598,1.41
5836,1.36
5723,1.4
5559,1.42
5559,1.43
6293,1.27
6153,1.3
6052,1.31
5767,1.38
5994,1.33
5959,1.33
6008,1.31
6003,1.34
6420,1.23
5395,1.43
5672,1.45
5689,1.4
5630,1.4
5942,1.35
5865,1.36
5973,1.32
6007,1.33
5740,1.38
6144,1.28
6019,1.32
5844,1.35
6227,1.28
6196,1.29
5633,1.4
5769,1.37
6318,1.26
5535,1.42
6001,1.33
5603,1.42
5185,1.54
5846,1.36
6089,1.31
6142,1.29
5737,1.38
5724,1.39
6076,1.32
5279,1.51
