Throughput,Latency
623,3.21
669,2.98
664,3.0
625,3.18
614,3.25
617,3.23
625,3.19
585,3.38
601,3.34
623,3.2
609,3.28
648,3.07
633,3.15
622,3.21
624,3.19
640,3.12
619,3.22
617,3.23
630,3.16
613,3.25
642,3.11
627,3.17
626,3.19
616,3.23
595,3.35
623,3.2
637,3.13
609,3.27
626,3.18
629,3.18
642,3.1
641,3.12
624,3.19
641,3.12
635,3.13
623,3.21
643,3.1
600,3.33
640,3.11
658,3.04
625,3.19
638,3.12
624,3.19
645,3.1
646,3.09
664,3.01
644,3.09
643,3.1
629,3.17
627,3.19
635,3.14
642,3.1
637,3.13
644,3.09
648,3.08
647,3.08
650,3.07
638,3.12
624,3.2
655,3.04
644,3.09
658,3.03
635,3.15
620,3.22
651,3.06
661,3.02
651,3.07
636,3.13
638,3.12
629,3.18
640,3.12
653,3.05
624,3.2
646,3.09
633,3.15
645,3.09
630,3.16
633,3.16
643,3.1
639,3.12
