[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  2   3  92   1   2   0|   0     0 |4960B 1130k|1510520601
  3   4  89   0   4   0|8005k  528k|   0     0 |1510520602
  3   5  88   0   4   0|9045k  596k|   0     0 |1510520603
  3   4  88   0   5   0|9389k  619k|   0     0 |1510520604
  3   5  88   0   4   0|9274k  611k|   0     0 |1510520605
  3   4  87   2   4   0|9497k  626k|   0    36k|1510520606
  3   5  87   0   5   0|9512k  627k|   0     0 |1510520607
  3   5  88   0   4   0|9920k  654k|   0     0 |1510520608
  4   5  85   0   6   0|  10M  692k|   0     0 |1510520609
  3   5  87   0   5   0|  10M  667k|   0     0 |1510520610
  3   5  87   0   5   0|  10M  665k|   0     0 |1510520611
  4   6  81   4   5   0|  10M  671k|   0    12k|1510520612
  3   4  89   0   4   0|9294k  614k|   0     0 |1510520613
  4   5  86   0   5   0|  10M  682k|   0     0 |1510520614
  3   5  88   0   4   0|9756k  644k|   0     0 |1510520615
  3   5  87   0   5   0|9432k  622k|   0     0 |1510520616
  4   5  86   0   5   0|  10M  699k|   0     0 |1510520617
  3   5  86   2   4   0|9950k  656k|   0    12k|1510520618
  3   5  87   0   5   0|  10M  672k|   0     0 |1510520619
  4   5  86   0   5   0|  10M  664k|   0     0 |1510520620
  3   4  89   0   4   0|9453k  624k|   0     0 |1510520621
  3   5  88   0   4   0|9440k  622k|   0     0 |1510520622
  3   5  87   0   5   0|9827k  648k|   0  8192B|1510520623
  3   5  87   1   4   0|  10M  684k|   0    28k|1510520624
  4   5  86   0   5   0|  10M  673k|   0     0 |1510520625
  3   4  88   0   5   0|9689k  638k|   0     0 |1510520626
  3   5  88   0   4   0|9488k  627k|   0     0 |1510520627
  4   5  87   0   4   0|9673k  638k|   0  4096B|1510520628
  3   5  87   0   5   0|  10M  691k|   0     0 |1510520629
  4   5  83   2   6   0|  10M  686k|   0    12k|1510520630
  4   5  86   0   5   0|  10M  688k|   0     0 |1510520631
  3   6  87   0   4   0|  10M  665k|   0     0 |1510520632
  2   3  81  10   4   0|7663k  505k|   0    44k|1510520633
  4   5  87   0   4   0|  10M  668k|   0     0 |1510520634
  3   6  85   0   6   0|  11M  723k|   0     0 |1510520635
  4   5  85   1   5   0|  10M  700k|   0    20k|1510520636
  3   5  87   0   5   0|9568k  630k|   0     0 |1510520637
  4   5  87   0   4   0|  10M  689k|   0     0 |1510520638
  3   5  87   0   5   0|  10M  694k|   0     0 |1510520639
  3   5  87   0   5   0|9902k  652k|   0     0 |1510520640
  4   5  85   0   6   0|  11M  739k|   0     0 |1510520641
  4   6  83   2   5   0|  10M  703k|   0    12k|1510520642
  4   5  86   0   5   0|  11M  733k|   0     0 |1510520643
  4   6  84   0   6   0|  11M  755k|   0     0 |1510520644
  4   6  85   0   5   0|  11M  766k|   0     0 |1510520645
