Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,936.5375,34.5036940785,51.28,1.87074817498
1,1,2,1134.325,31.7042404224,42.323,1.19636093787
1,1,Total,2070.8625,54.8758653806,46.8015,1.30356264507
1,2,1,942.2875,37.1814550719,50.9905,2.00847690892
1,2,2,1142.2125,28.9511564886,42.02525,1.08636890837
1,2,Total,2084.5,54.9957420676,46.507875,1.3007307525
1,3,1,930.3625,37.2950072167,51.6485,2.00720606878
1,3,2,1127.1375,30.1564459805,42.58825,1.12835241712
1,3,Total,2057.5,55.7930171213,47.118375,1.3076052551
1,Total,Total,6212.8625,148.87780596,46.80925,1.16742443444
2,1,1,918.65,41.5122675173,52.335875,2.53902437844
2,1,2,1111.625,39.5482000423,43.21,1.61458463522
2,1,Total,2030.275,71.2096165814,47.7729375,1.86182513791
2,2,1,924.0125,41.1239231709,52.01575,2.46901649819
2,2,2,1120.1625,38.7296516602,42.87975,1.55150476162
2,2,Total,2044.175,60.6316487937,47.44775,1.60765512471
2,3,1,912.65,43.6340071765,52.693125,2.71227383412
2,3,2,1105.0,38.7285261039,43.466625,1.57648458764
2,3,Total,2017.65,70.0123135644,48.079875,1.86016587238
2,Total,Total,6092.1,183.016607118,47.7668541667,1.57380437046
3,1,1,934.6375,31.4402160225,51.39,1.70191850048
3,1,2,1120.6125,31.057518607,42.842,1.21158793179
3,1,Total,2055.25,48.8157216841,47.116,1.17623444447
3,2,1,939.6375,36.9406790114,51.13925,2.07951477726
3,2,2,1128.0,34.9328469706,42.56975,1.34417729297
3,2,Total,2067.6375,59.1152583165,46.8545,1.41841362627
3,3,1,928.2375,30.7946418774,51.73925,1.76257060187
3,3,2,1113.075,32.8902182373,43.1375,1.33819971641
3,3,Total,2041.3125,54.0455957877,47.438375,1.32496256814
3,Total,Total,6164.2,135.630585401,47.1362916667,1.07058654662
Total,Total,Total,6156.3875,96.2030413149,47.2374652778,0.776342929274
