Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2828.675,112.929436353,48.997039375,1.94295169199,0.0,0.0,2828.675,0.0,2828.675,0.132625,0.00251765914987,46.216241,1.82905711525,2.746062,0.113466525364
1,2,3427.625,87.3473170594,40.566908375,1.04210456341,0.0,0.0,3427.625,0.0,3427.625,0.1331625,0.00321957521375,38.2732265,0.984168367755,2.275229375,0.0580201182119
1,Total,6256.3,170.713424832,44.781973875,1.28825867502,0.0,0.0,6256.3,0.0,6256.3,0.13289375,0.00218697778577,42.24473375,1.21455298625,2.5106456875,0.0736129814791
2,1,2777.9875,131.363202538,49.990173125,2.55263885711,0.0,0.0,2777.9875,0.0,2777.9875,0.132775,0.00284171012872,47.153212875,2.40701536065,2.80390575,0.145561522621
2,2,3359.275,113.502353179,41.42570525,1.50992642328,0.0,0.0,3359.275,0.0,3359.275,0.132675,0.00310481455448,39.084823875,1.42720498932,2.32181075,0.0826382240881
2,Total,6137.2625,217.21620471,45.7079391875,1.82859855367,0.0,0.0,6137.2625,0.0,6137.2625,0.132725,0.00220313355663,43.119018375,1.72629247907,2.56285825,0.102361241618
3,1,2824.6125,106.10342384,49.122126625,1.8931537539,0.0,0.0,2824.6125,0.0,2824.6125,0.1321875,0.00299406057624,46.33463075,1.78508564215,2.753009,0.107727758956
3,2,3389.6,100.474771693,41.100116625,1.25315821573,0.0,0.0,3389.6,0.0,3389.6,0.133825,0.00275485761997,38.77656525,1.18220475916,2.304103125,0.0711301700235
3,Total,6214.2125,174.434035535,45.111121625,1.34028534979,0.0,0.0,6214.2125,0.0,6214.2125,0.13300625,0.00219967453001,42.555598,1.26379278459,2.5285560625,0.0766910401979
Total,Total,6202.59166667,113.549396613,45.2003448958,0.895154205039,0.0,0.0,6202.59166667,0.0,6202.59166667,0.132875,0.00117657038131,42.639783375,0.844434992684,2.53402,0.0508464670659
