Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4913.0,203.447626452,27.510916375,1.16523963396,0.0,0.0,4913.0,0.0,4913.0,121.025,4.7812264726,24.299118375,1.02595933742,3.17448825,0.138090586859
1,2,5659.25,313.028590921,24.12573025,1.35357946488,0.0,0.0,5659.25,0.0,5659.25,120.825,7.01494787371,21.335147375,1.19506296591,2.766765,0.158343351541
1,Total,10572.25,368.387127828,25.8183233125,0.887910884981,0.0,0.0,10572.25,0.0,10572.25,120.925,4.57365875754,22.817132875,0.783538460764,2.970626625,0.10450721375
2,1,5011.8875,197.35869765,26.984403,1.06837906283,0.0,0.0,5011.8875,0.0,5011.8875,120.15,5.12156028441,23.834984125,0.938258383355,3.11262375,0.129537809889
2,2,4906.0,217.340717174,27.641444,1.21677878198,0.0,0.0,4906.0,0.0,4906.0,121.425,5.50437110539,24.43360775,1.08327191658,3.1791685,0.135325962669
2,Total,9917.8875,271.078950327,27.3129235,0.758664690458,0.0,0.0,9917.8875,0.0,9917.8875,120.7875,3.6783449429,24.1342959375,0.670586348352,3.145896125,0.0887475649799
3,1,4829.6375,184.045071788,27.874767625,1.02290973487,0.0,0.0,4829.6375,0.0,4829.6375,122.1,3.9573677481,24.619024125,0.900949511079,3.2166945,0.122123429406
3,2,5542.1,330.794425435,24.592084,1.49346955673,0.0,0.0,5542.1,0.0,5542.1,122.35,4.8551160541,21.746074625,1.3210909638,2.823501375,0.171457197683
3,Total,10371.7375,373.131589906,26.2334258125,0.899679754022,0.0,0.0,10371.7375,0.0,10371.7375,122.225,3.33555832914,23.182549375,0.796083341336,3.0200979375,0.103460303008
Total,Total,10287.2916667,206.181282292,26.454890875,0.495595767782,0.0,0.0,10287.2916667,0.0,10287.2916667,121.3125,2.16697092963,23.3779927292,0.436993679663,3.04554022917,0.0587341992241
