Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4955.0875,175.408470398,12.96005025,0.451378807666,0.0,0.0,4955.0875,0.0,4955.0875,0.049075,0.00455841133774,9.776889375,0.337704242216,3.149051375,0.114437409953
1,2,5529.1125,307.328010716,11.82053525,0.654075537793,0.0,0.0,5529.1125,0.0,5529.1125,0.051275,0.00506158278142,8.966764375,0.483420243876,2.830399125,0.168925015177
1,Total,10484.2,348.879087538,12.39029275,0.397469611055,0.0,0.0,10484.2,0.0,10484.2,0.050175,0.00341821257607,9.371826875,0.296557104251,2.98972525,0.101629205012
2,1,4921.3875,201.685900284,12.9988095,0.487656595201,0.0,0.0,4921.3875,0.0,4921.3875,0.0482625,0.00583907342658,9.79819575,0.357406205027,3.162743125,0.131038834167
2,2,5319.3875,376.810280093,12.292778625,0.872315891532,0.0,0.0,5319.3875,0.0,5319.3875,0.0507625,0.00512438634795,9.32039425,0.657335770134,2.94685975,0.214010601849
2,Total,10240.775,402.262524488,12.6457940625,0.44509754711,0.0,0.0,10240.775,0.0,10240.775,0.0495125,0.00377196101165,9.559295,0.331417792335,3.0548014375,0.11404917373
3,1,4948.95,221.162515422,12.884767,0.570449148298,0.0,0.0,4948.95,0.0,4948.95,0.0495125,0.00457011134673,9.707540625,0.428872169711,3.138538,0.141927743913
3,2,5103.9875,228.115199287,12.738599875,0.549644784875,0.0,0.0,5103.9875,0.0,5103.9875,0.048175,0.00801860968409,9.64991675,0.41657661564,3.062207375,0.135797639656
3,Total,10052.9375,310.034760965,12.8116834375,0.393758234437,0.0,0.0,10052.9375,0.0,10052.9375,0.04884375,0.00432946465981,9.6787286875,0.300383362662,3.1003726875,0.0964043450192
Total,Total,10259.3041667,202.238292235,12.6159234167,0.244472211879,0.0,0.0,10259.3041667,0.0,10259.3041667,0.0495104166667,0.00214871559941,9.53661685417,0.185604499655,3.04829979167,0.0595912205204
