Throughput,Latency
8463,1.89
8711,1.85
8686,1.84
8108,1.96
8745,1.84
8296,1.93
8401,1.89
8648,1.86
8271,1.92
8075,1.98
7123,2.24
7954,2.01
8089,1.96
8416,1.91
8846,1.79
7167,2.22
8168,1.97
7353,2.16
8632,1.85
7765,2.07
8316,1.92
7680,2.07
8629,1.86
8054,1.97
7562,2.11
8278,1.93
7889,2.02
7928,2.01
7863,2.03
8443,1.89
8205,1.96
7686,2.05
8135,1.96
8655,1.84
8424,1.89
7881,2.04
8408,1.88
7293,2.19
8433,1.89
7973,2.0
8502,1.89
8573,1.86
7907,2.02
8072,1.97
7929,2.02
6991,2.27
7684,2.07
6327,2.52
7627,2.09
7779,2.05
7863,2.04
8261,1.94
7850,2.02
8087,1.98
8042,1.99
8343,1.91
8398,1.9
7895,2.02
7853,2.02
7356,2.18
7931,2.01
7856,2.03
7847,2.03
8084,1.97
7914,2.02
8130,1.95
8127,1.97
7900,2.02
8172,1.94
8179,1.96
7997,1.98
8349,1.92
7488,2.13
8035,1.98
8169,1.95
8129,1.97
6771,2.35
6807,2.01
8294,2.2
7714,2.07
