Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,534.8625,29.2746677331,3.731375,0.223021505179
1,1,2,658.625,17.9283913163,3.02275,0.0825537799394
1,1,Total,1193.4875,38.3174593348,3.3770625,0.128389966065
1,2,1,551.3375,34.927753192,3.62675,0.248864637092
1,2,2,684.85,24.734591163,2.911125,0.110751103661
1,2,Total,1236.1875,53.2838336682,3.2689375,0.163561419095
1,3,1,502.475,29.1178204602,3.976625,0.253076982084
1,3,2,617.1375,18.3031737927,3.227625,0.0965643190911
1,3,Total,1119.6125,39.5840697244,3.602125,0.150174529267
1,Total,Total,3549.2875,125.203044585,3.41604166667,0.141598612346
2,1,1,535.575,26.2913447759,3.723875,0.195871914684
2,1,2,659.3,21.827517182,3.02125,0.101112482796
2,1,Total,1194.875,42.1508367411,3.3725625,0.131413912115
2,2,1,552.95,33.7525995248,3.61575,0.233589356225
2,2,2,684.2625,26.2682094767,2.91375,0.121523816492
2,2,Total,1237.2125,48.3658771203,3.26475,0.142048529771
2,3,1,503.5875,28.1747232754,3.966625,0.241545360942
2,3,2,617.3,22.2149453627,3.227625,0.123997179939
2,3,Total,1120.8875,41.5363174169,3.597125,0.153067319929
2,Total,Total,3552.975,116.916174126,3.41147916667,0.125654123581
3,1,1,540.575,26.2055047845,3.689125,0.187651668615
3,1,2,654.05,20.1248633929,3.04525,0.0989306751266
3,1,Total,1194.625,39.2026139015,3.3671875,0.123002633887
3,2,1,558.175,27.011378287,3.574875,0.177236120486
3,2,2,681.8625,19.3912049423,2.92325,0.0841303238577
3,2,Total,1240.0375,39.9199971303,3.2490625,0.114709577558
3,3,1,508.775,22.3974314757,3.919625,0.180613888121
3,3,2,613.6,18.1663202073,3.246125,0.102060961554
3,3,Total,1122.375,32.807985675,3.582875,0.115793287556
3,Total,Total,3557.0375,99.9198975066,3.39970833333,0.105567175872
Total,Total,Total,3553.1,73.315329589,3.40907638889,0.0784386203154
