Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,1600.375,97.083596367,2.744362,0.149819664639,0.0,1600.375,0.0,0.0,4801.125,0.0002,0.000801896486265,0.147982625,0.0452673648265,2.501877375,0.110709071836
1,2,1975.2875,59.2540536989,2.282526375,0.0717220705266,0.0,1975.2875,0.0,0.0,5925.8625,0.0001,0.000341256056653,0.0538,0.00966834846421,2.170350875,0.0670123797781
1,Total,3575.6625,131.837255232,2.5134441875,0.0960630465129,0.0,3575.6625,0.0,0.0,10726.9875,0.00015,0.000431365215759,0.1008913125,0.023834402879,2.336114125,0.0787244546623
2,1,1604.5625,94.0095394769,2.74453325,0.156606432493,0.0,1604.5625,0.0,0.0,4813.6875,0.0001625,0.00046234816187,0.144069875,0.0389001308609,2.505338,0.12079203692
2,2,1981.5375,64.9155134957,2.283310875,0.0766627411557,0.0,1981.5375,0.0,0.0,5944.6125,0.0001,0.000466606385498,0.050001625,0.00890238432629,2.177655125,0.0721597161365
2,Total,3586.1,133.675367205,2.5139220625,0.100547678081,0.0,3586.1,0.0,0.0,10758.3,0.00013125,0.000315664358681,0.09703575,0.0201500285532,2.3414965625,0.0851807629141
3,1,1622.9,86.9026226462,2.708250875,0.122634131219,0.0,1622.9,0.0,0.0,4868.7,0.0001625,0.000434107552444,0.143043125,0.0346271743948,2.486293875,0.092093752609
3,2,1966.45,53.4772872645,2.294575125,0.0665131100429,0.0,1966.45,0.0,0.0,5899.35,0.0002,0.000801896486265,0.050141875,0.00932943146052,2.18612975,0.0614427971487
3,Total,3589.35,117.232118552,2.501413,0.0799014268801,0.0,3589.35,0.0,0.0,10768.05,0.00018125,0.000437511301843,0.0965925,0.0167651797832,2.3362118125,0.0666336860595
Total,Total,3583.70416667,84.6412798537,2.50959308333,0.0605764678836,0.0,3583.70416667,0.0,0.0,10751.1125,0.000154166666667,0.00021669912123,0.0981731875,0.0112678290639,2.33794083333,0.0515578673109
