Throughput,Response time (ms),Queue time (ms),Queue length
5859.33333333,2665.10333333,223.306666667,2.66666666667
5721.0,2676.03333333,256.153333333,0.0
5690.0,2681.6,250.103333333,0.0
5782.0,2637.62333333,236.916666667,1.33333333333
5803.0,2620.45666667,223.526666667,0.0
5751.33333333,2645.67,247.196666667,0.0
5839.66666667,2636.45333333,253.836666667,2.66666666667
5723.0,2672.41666667,256.78,1.33333333333
5593.33333333,2731.76333333,257.58,0.666666666667
5651.0,2714.49,272.576666667,1.0
5723.33333333,2660.64666667,252.99,0.333333333333
5727.66666667,2683.57,251.133333333,2.66666666667
5775.33333333,2669.21666667,269.976666667,1.33333333333
5746.33333333,2685.89333333,248.083333333,0.0
5840.0,2614.08666667,228.006666667,0.666666666667
5777.33333333,2659.39,259.746666667,0.0
5886.33333333,2595.86666667,211.743333333,0.0
5859.66666667,2598.77,216.44,2.66666666667
5838.33333333,2613.18,220.466666667,0.0
5823.0,2602.28333333,223.663333333,2.33333333333
5651.33333333,2656.19,242.33,8.0
5778.0,2684.43666667,252.31,2.0
5853.66666667,2602.40333333,230.736666667,8.66666666667
5900.33333333,2589.87333333,230.43,0.333333333333
5937.33333333,2583.74666667,213.306666667,0.0
5809.33333333,2593.05333333,226.966666667,1.0
6033.33333333,2562.90666667,207.72,0.0
5678.0,2705.06,253.333333333,7.0
5786.66666667,2623.95,241.36,9.0
5571.0,2749.59666667,293.206666667,0.0
5874.0,2582.61333333,204.226666667,1.66666666667
5899.0,2584.22666667,211.126666667,0.0
5755.33333333,2653.17333333,225.296666667,2.33333333333
5876.33333333,2601.68,218.156666667,1.0
5829.66666667,2613.17333333,207.616666667,0.0
5769.66666667,2614.02333333,238.38,0.0
5816.0,2613.70666667,224.04,0.0
5883.0,2594.27333333,228.193333333,13.6666666667
5978.33333333,2535.77,213.666666667,2.33333333333
6007.33333333,2554.42333333,206.676666667,0.0
5884.66666667,2603.94333333,252.783333333,2.0
5654.33333333,2675.9,230.626666667,0.0
5685.33333333,2686.91,254.84,0.0
5620.66666667,2693.35333333,265.89,0.0
5797.0,2629.92,253.41,0.0
5860.0,2568.41333333,198.943333333,5.0
5862.66666667,2555.14666667,198.866666667,0.333333333333
5852.0,2601.90333333,230.33,9.0
5704.66666667,2684.35333333,259.1,0.0
5990.66666667,2555.39,224.693333333,0.0
5993.0,2519.87333333,200.836666667,0.0
5903.33333333,2578.12666667,216.236666667,0.0
5890.66666667,2612.57,237.48,0.0
5978.66666667,2540.70666667,202.91,0.0
5946.33333333,2553.69666667,208.58,0.0
6004.66666667,2546.87333333,235.393333333,0.0
5974.0,2550.18333333,210.573333333,0.0
5939.66666667,2574.83333333,219.633333333,1.66666666667
5960.66666667,2554.58,206.99,0.0
5900.0,2579.88333333,233.036666667,6.66666666667
5925.66666667,2589.83666667,219.983333333,1.66666666667
5922.66666667,2572.18666667,216.323333333,1.0
5897.66666667,2581.04,216.463333333,1.0
5880.0,2579.43333333,204.913333333,0.0
5759.33333333,2628.31666667,227.716666667,2.0
5772.33333333,2644.11,247.89,1.33333333333
5778.33333333,2640.97666667,236.46,0.0
5669.66666667,2680.67333333,251.956666667,3.33333333333
5716.33333333,2665.94666667,238.353333333,0.666666666667
5782.33333333,2686.83666667,232.233333333,0.0
5927.0,2598.14333333,233.826666667,0.333333333333
5822.33333333,2609.54666667,227.67,0.0
5891.66666667,2581.6,224.876666667,0.0
5843.33333333,2588.99,236.49,1.66666666667
5775.33333333,2619.13666667,235.766666667,0.333333333333
5848.66666667,2598.30666667,235.71,0.0
5935.66666667,2564.85666667,217.88,2.33333333333
5980.0,2538.97,210.913333333,0.0
5796.66666667,2614.36333333,202.766666667,2.0
3895.33333333,nan,nan,0.0
