Throughput,Response time (ms),Queue time (ms),Queue length
1653.0,2636.79666667,132.493333333,0.0
1659.33333333,2608.24333333,116.296666667,0.0
1655.0,2648.55666667,151.05,0.0
1672.33333333,2593.07,101.373333333,0.666666666667
1658.0,2591.49,111.83,0.0
1673.66666667,2582.47333333,143.236666667,0.0
1683.33333333,2532.28666667,122.57,1.0
1626.33333333,2648.48,129.3,1.33333333333
1640.33333333,2603.84,125.733333333,0.0
1668.0,2577.86666667,114.736666667,0.0
1709.66666667,2515.37666667,103.033333333,2.66666666667
1685.33333333,2507.05333333,104.183333333,0.0
1681.33333333,2535.19666667,121.103333333,1.0
1686.66666667,2514.17666667,99.1,0.0
1671.66666667,2560.69,102.09,0.0
1699.33333333,2521.04666667,101.203333333,0.333333333333
1673.33333333,2538.45666667,110.443333333,0.0
1688.66666667,2552.10333333,105.54,0.0
1668.0,2583.06666667,154.973333333,0.0
1680.0,2541.29666667,109.58,0.0
1659.0,2631.70666667,143.053333333,0.0
1662.66666667,2584.34333333,106.636666667,0.0
1646.0,2601.67,125.08,0.0
1670.33333333,2560.46,111.92,0.0
1668.0,2553.54666667,120.296666667,0.0
1677.66666667,2545.06333333,110.066666667,0.0
1658.66666667,2589.90333333,118.65,0.0
1663.66666667,2616.55666667,156.136666667,0.0
1649.0,2614.1,111.996666667,0.0
1711.0,2515.77666667,98.2333333333,0.0
1717.0,2501.05,91.8633333333,0.0
1676.33333333,2581.93333333,109.436666667,0.0
1665.33333333,2548.14333333,106.646666667,0.0
1648.33333333,2612.26666667,96.83,1.33333333333
1648.33333333,2578.82666667,111.48,0.0
1708.66666667,2524.20333333,107.17,0.0
1698.66666667,2506.48333333,100.063333333,0.666666666667
1708.33333333,2513.35333333,102.52,0.0
1680.66666667,2585.40333333,128.336666667,0.0
1700.66666667,2539.39666667,100.84,0.0
1673.33333333,2580.10333333,147.193333333,0.0
1687.0,2563.23,121.046666667,0.0
1680.66666667,2569.46333333,110.12,0.0
1656.66666667,2588.27333333,112.036666667,0.666666666667
1623.0,2689.45,133.766666667,0.0
1640.0,2616.39,113.356666667,0.0
1674.66666667,2571.44333333,121.663333333,0.666666666667
1689.0,2529.05666667,110.913333333,0.0
1719.0,2510.44,136.836666667,0.0
1706.0,2520.92,117.14,0.0
1702.0,2544.97333333,99.9066666667,0.0
1776.33333333,2441.28333333,103.123333333,2.0
1714.66666667,2537.1,120.833333333,0.0
1691.66666667,2544.4,100.743333333,0.0
1721.33333333,2524.45666667,100.516666667,0.0
1719.33333333,2521.47666667,124.856666667,0.0
1720.33333333,2516.83666667,108.783333333,0.0
1725.66666667,2514.67666667,112.256666667,0.0
1678.66666667,2577.58333333,106.43,0.0
1680.66666667,2568.47666667,99.36,0.0
1667.33333333,2611.23333333,102.41,0.0
1687.66666667,2555.67666667,104.37,0.0
1684.33333333,2530.14333333,100.853333333,0.0
1682.0,2527.61,102.53,0.0
1696.66666667,2531.78,121.93,0.0
1722.66666667,2529.0,104.34,0.0
1656.0,2624.32,117.563333333,0.0
1664.33333333,2594.35333333,123.826666667,0.0
1695.33333333,2553.22,108.783333333,0.0
1661.0,2635.77,159.14,0.0
1689.0,2562.36,111.973333333,0.0
1705.33333333,2524.64,105.8,0.0
1697.0,2534.58,118.476666667,0.0
1728.66666667,2473.64333333,95.9733333333,0.0
1701.66666667,2510.89,126.49,0.0
1687.33333333,2530.95666667,122.426666667,0.0
1716.33333333,2535.47,116.066666667,0.0
1694.0,2534.1,113.88,0.0
1748.66666667,2473.65333333,100.923333333,0.0
1675.66666667,2570.50333333,116.73,0.0
