Throughput,Response time (ms),Queue time (ms),Queue length
3302.66666667,2650.02333333,199.56,1.0
3349.0,2586.05333333,174.94,0.0
3370.66666667,2536.4,143.826666667,0.333333333333
3339.0,2546.22333333,153.98,0.666666666667
3339.66666667,2572.48666667,156.926666667,1.33333333333
3427.33333333,2495.08666667,147.7,0.0
3350.66666667,2553.44666667,173.01,2.0
3294.66666667,2598.61,160.446666667,3.33333333333
3262.66666667,2638.68666667,180.956666667,0.0
3330.66666667,2610.83666667,185.613333333,1.33333333333
3336.33333333,2555.80333333,160.18,0.0
3344.66666667,2571.23666667,162.863333333,2.33333333333
3394.0,2562.78333333,180.28,0.0
3365.33333333,2551.54,171.893333333,0.0
3398.0,2537.37333333,175.64,0.333333333333
3382.0,2546.62,169.57,3.33333333333
3416.33333333,2525.23333333,169.463333333,0.0
3431.33333333,2518.94666667,167.98,0.0
3423.33333333,2507.33,150.856666667,0.0
3376.33333333,2590.56333333,171.093333333,0.0
3315.0,2605.41666667,195.56,1.0
3386.0,2582.28,168.443333333,0.0
3388.66666667,2551.84333333,161.893333333,0.0
3360.33333333,2566.79666667,181.603333333,1.0
3370.33333333,2622.67,228.57,0.0
3488.0,2485.74333333,149.996666667,0.0
3434.0,2528.25333333,188.426666667,0.0
3411.66666667,2543.73666667,166.93,0.0
3349.0,2569.17333333,157.75,0.0
3316.66666667,2666.24666667,236.81,0.0
3425.0,2541.11,173.646666667,2.0
3385.66666667,2540.61,175.58,0.0
3359.33333333,2562.87,184.91,3.0
3377.66666667,2558.38,184.816666667,0.0
3369.66666667,2539.07666667,166.656666667,0.0
3381.33333333,2549.43666667,180.133333333,0.0
3354.0,2588.41333333,172.923333333,5.66666666667
3344.66666667,2589.64,178.653333333,0.0
3440.66666667,2496.41,149.753333333,0.0
3328.33333333,2568.91333333,168.54,0.0
3396.0,2513.42,154.496666667,0.0
3449.33333333,2485.49666667,153.063333333,2.33333333333
3382.0,2539.13,155.306666667,0.0
3421.0,2514.60333333,158.076666667,2.0
3332.0,2589.73,163.776666667,2.66666666667
3286.0,2622.53,187.57,3.66666666667
3415.0,2531.96,149.656666667,0.0
3331.0,2579.59,173.886666667,0.0
3407.0,2526.09666667,170.396666667,0.666666666667
3395.0,2536.27666667,166.553333333,0.0
3356.66666667,2572.90666667,169.456666667,1.66666666667
3377.66666667,2563.6,160.046666667,0.0
3390.33333333,2534.09,174.49,0.0
3408.66666667,2526.04666667,162.476666667,0.0
3322.66666667,2595.65666667,198.966666667,0.0
3378.66666667,2546.20333333,167.28,0.0
3371.33333333,2525.10666667,170.676666667,0.0
3367.66666667,2525.73666667,157.856666667,0.0
3347.33333333,2590.34333333,173.396666667,0.0
3372.0,2555.65666667,160.133333333,0.666666666667
3389.0,2514.58333333,168.13,1.0
3421.66666667,2515.41333333,162.633333333,0.0
3380.0,2538.20333333,155.436666667,0.0
3323.66666667,2554.33666667,176.32,0.0
3340.0,2561.13,176.953333333,0.0
3330.0,2591.57666667,180.21,1.66666666667
3333.33333333,2561.51333333,166.23,1.33333333333
3355.0,2536.88333333,173.566666667,0.0
3327.66666667,2558.02666667,170.9,0.0
3232.66666667,2648.53666667,176.24,0.0
3291.66666667,2624.56666667,190.546666667,0.0
3344.66666667,2587.57,178.9,0.0
3351.0,2553.83666667,176.596666667,0.0
3326.33333333,2570.62,176.33,0.333333333333
3338.0,2578.63333333,184.163333333,0.0
3392.33333333,2527.17,162.34,2.0
3444.66666667,2507.06,164.19,0.0
3383.66666667,2501.37,159.076666667,0.0
3381.66666667,2552.86666667,177.186666667,0.666666666667
3376.0,2532.16,165.826666667,0.0
