Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,6910.4125,235.315285067,9.665395,0.442889378365,0.0,0.0,6910.4125,0.0,6910.4125,14.0,13.9891458828,2.059482375,0.243092577131,7.557443875,0.264446035602
1,2,7342.7125,358.935881364,9.49749175,0.498419348629,0.0,0.0,7342.7125,0.0,7342.7125,20.0875,19.4527624865,2.4671905,0.360345824863,6.984095125,0.303949393568
1,Total,14253.125,426.611238406,9.581443375,0.338434103883,0.0,0.0,14253.125,0.0,14253.125,17.04375,11.8991526531,2.2633364375,0.215286943285,7.2707695,0.217496046365
2,1,7010.35,270.488170967,9.348758,0.589856048009,0.0,0.0,7010.35,0.0,7010.35,13.8375,15.9908547836,1.97076725,0.270127798882,7.32608775,0.425344561321
2,2,7010.35,270.488170967,9.348758,0.589856048009,0.0,0.0,7010.35,0.0,7010.35,13.8375,15.9908547836,1.97076725,0.270127798882,7.32608775,0.425344561321
2,Total,14020.7,540.976341933,9.348758,0.589856048009,0.0,0.0,14020.7,0.0,14020.7,13.8375,15.9908547836,1.97076725,0.270127798882,7.32608775,0.425344561321
3,1,6900.7875,184.126792703,9.4381225,0.36486975529,0.0,0.0,6900.7875,0.0,6900.7875,15.5375,18.3337164325,2.108385,0.231094406694,7.28192825,0.243317026702
3,2,6796.6875,409.037078377,10.164417875,0.733648062308,0.0,0.0,6796.6875,0.0,6796.6875,17.4625,17.7235763385,2.86481475,0.391859095811,7.253879625,0.511791528663
3,Total,13697.475,451.310159565,9.8012701875,0.422904395909,0.0,0.0,13697.475,0.0,13697.475,16.5,12.303390497,2.486599875,0.241695315063,7.2679039375,0.297792272353
Total,Total,13990.4333333,291.9640384,9.5771571875,0.299025475821,0.0,0.0,13990.4333333,0.0,13990.4333333,15.79375,7.32605333651,2.24023452083,0.155598767168,7.28825372917,0.200558860067
