Throughput,latency(ms)
2515.66666667,3.17333333333
2457.33333333,3.26333333333
2468.66666667,3.23
2470.33333333,3.23333333333
2518.0,3.17833333333
2445.0,3.27333333333
2448.66666667,3.265
2463.66666667,3.215
2485.0,3.245
2491.66666667,3.20666666667
2523.33333333,3.17166666667
2510.0,3.185
2502.0,3.195
2492.33333333,3.21166666667
2544.66666667,3.14666666667
2525.33333333,3.16333333333
2517.66666667,3.18
2496.0,3.20333333333
2505.0,3.19
2531.0,3.15333333333
2484.33333333,3.22666666667
2556.66666667,3.12666666667
2507.0,3.19
2500.66666667,3.19666666667
2580.66666667,3.09666666667
2533.33333333,3.15833333333
2549.33333333,3.135
2587.33333333,3.09
2480.66666667,3.22166666667
2514.33333333,3.18
2459.66666667,3.25
2540.33333333,3.14666666667
2558.0,3.12333333333
2520.33333333,3.17166666667
2501.66666667,3.195
2523.33333333,3.16666666667
2549.33333333,3.145
2464.66666667,3.24833333333
2489.33333333,3.21
2561.33333333,3.12
2492.33333333,3.20333333333
2443.66666667,3.27
2542.33333333,3.13833333333
2531.66666667,3.16333333333
2532.33333333,3.15333333333
2513.0,3.18333333333
2529.33333333,3.15833333333
2503.33333333,3.19333333333
2553.33333333,3.135
2513.0,3.18333333333
2555.33333333,3.125
2548.0,3.14333333333
2498.0,3.19666666667
2472.66666667,3.23166666667
2523.66666667,3.17
2521.0,3.16666666667
2552.33333333,3.135
2527.66666667,3.16
2512.66666667,3.18333333333
2527.66666667,3.16333333333
2458.66666667,3.25333333333
2599.66666667,3.07666666667
2537.0,3.13333333333
2552.66666667,3.14833333333
2570.66666667,3.11
2547.0,3.145
2476.0,3.22833333333
2518.66666667,3.175
2503.0,3.19333333333
2543.33333333,3.145
2538.0,3.14666666667
2555.66666667,3.11833333333
2554.33333333,3.13833333333
2521.33333333,3.16833333333
2488.33333333,3.19166666667
2534.66666667,3.17333333333
2570.33333333,3.11
2599.0,3.075
2556.33333333,3.13
2590.66666667,3.08166666667
