Throughput,latency(ms)
14815.3333333,4.335
14911.0,4.30833333333
15280.3333333,4.22166666667
15118.0,4.25333333333
14580.6666667,4.39833333333
15251.0,4.27166666667
15343.6666667,4.18666666667
15772.0,4.07666666667
15092.6666667,4.26833333333
15429.0,4.16
15434.0,4.16833333333
15467.6666667,4.14166666667
15109.0,4.31833333333
14913.6666667,4.30333333333
15395.3333333,4.17833333333
15654.6666667,4.11166666667
15221.6666667,4.21666666667
15030.3333333,4.27
15277.3333333,4.23
14669.3333333,4.37666666667
14923.3333333,4.30166666667
15188.3333333,4.22666666667
13930.6666667,4.905
14616.3333333,4.39833333333
15446.3333333,4.17166666667
15407.0,4.175
15192.6666667,4.225
15370.6666667,4.17166666667
15708.6666667,4.085
15111.6666667,4.29666666667
15035.6666667,4.28
14948.0,4.28166666667
14341.0,4.55
14637.0,4.415
14824.0,4.33666666667
15161.3333333,4.23166666667
14860.0,4.33666666667
14693.3333333,4.38166666667
13913.6666667,4.665
14627.6666667,4.38166666667
15351.6666667,4.18
14838.0,4.345
14817.6666667,4.32666666667
14871.0,4.39333333333
15100.3333333,4.23333333333
14657.0,4.335
14723.0,4.43666666667
14286.6666667,4.49166666667
14478.0,4.43
14772.3333333,4.34666666667
14873.0,4.32166666667
14048.0,4.47833333333
14018.6666667,4.81166666667
14608.0,4.38333333333
14876.3333333,4.315
14541.0,4.40166666667
14248.3333333,4.55166666667
14046.3333333,4.53
13363.6666667,5.01833333333
14689.0,4.36166666667
14156.6666667,4.575
14532.0,4.415
12873.0,5.95
14582.6666667,4.38666666667
14483.6666667,4.46666666667
13905.0,4.62666666667
14284.0,4.49666666667
14020.3333333,4.58833333333
13881.3333333,4.75
14949.6666667,4.27666666667
15034.0,4.27333333333
14463.6666667,4.43
14471.0,4.42333333333
13286.6666667,5.06666666667
14877.3333333,4.31333333333
14896.6666667,4.29
14638.0,4.415
14235.3333333,4.51333333333
13835.0,4.65666666667
14257.6666667,4.49666666667
