Throughput,Latency
5430,5.16
5800,4.83
5940,4.71
5866,4.76
5978,4.7
5959,4.69
5939,4.71
5834,4.81
5818,4.8
5799,4.83
5900,4.74
5912,4.73
5906,4.74
6049,4.63
5886,4.75
5751,4.86
5706,4.9
5881,4.75
5720,4.9
5827,4.79
5956,4.71
5915,4.72
6124,4.57
6096,4.59
5819,4.81
5835,4.79
5933,4.71
5894,4.76
5902,4.75
5825,4.8
5870,4.77
5875,4.75
5840,4.8
5486,5.1
5702,4.88
5846,4.82
5446,5.14
5316,5.26
5955,4.7
5840,4.79
5822,4.8
5998,4.66
6030,4.65
6131,4.56
6013,4.66
5977,4.67
5802,4.83
5973,4.68
5649,4.96
5855,4.78
5966,4.7
6021,4.64
6016,4.65
5979,4.68
5998,4.67
5792,4.82
5851,4.79
5914,4.74
5804,4.82
5886,4.76
5781,4.84
5745,4.87
5825,4.8
5940,4.72
5905,4.74
5760,4.86
5800,4.82
5637,4.95
5903,4.74
5925,4.73
5707,4.9
5641,4.97
5734,4.87
5944,4.7
5861,4.78
5806,4.82
5980,4.69
6051,4.62
5963,4.7
6023,4.64
