Throughput,Latency
2400,3.31
2463,3.25
2413,3.31
2478,3.22
2337,3.41
2344,3.41
2309,3.46
2400,3.32
2453,3.26
2367,3.37
2454,3.26
2345,3.4
2413,3.31
2380,3.36
2506,3.18
2540,3.13
2358,3.39
2430,3.28
2458,3.25
2401,3.32
2269,3.52
2287,3.49
2293,3.48
2468,3.24
2420,3.3
2384,3.34
2289,3.49
2391,3.33
2441,3.27
2378,3.36
2366,3.37
2364,3.38
2351,3.4
2535,3.15
2466,3.24
2349,3.39
2451,3.26
2447,3.26
2476,3.23
2380,3.35
2363,3.38
2476,3.23
2305,3.46
2452,3.26
2346,3.4
2343,3.41
2418,3.3
2443,3.27
2416,3.3
2398,3.33
2524,3.16
2479,3.21
2340,3.4
2376,3.37
2514,3.17
2425,3.29
2536,3.15
2474,3.22
2308,3.46
2361,3.38
2525,3.16
2409,3.31
2450,3.26
2458,3.25
2389,3.34
2328,3.43
2477,3.21
2440,3.27
2440,3.28
2424,3.29
2365,3.38
2432,3.28
2346,3.4
2418,3.3
2427,3.29
2268,3.51
2272,3.51
2444,3.27
2426,3.29
2371,3.37
