Throughput,latency(ms)
8425.66666667,1.10777777778
9037.0,1.06555555556
8863.0,1.05666666667
8657.66666667,1.07888888889
9108.33333333,1.07555555556
9291.0,1.05333333333
9541.0,1.04888888889
9289.33333333,1.08222222222
8896.33333333,1.08111111111
9104.33333333,1.09555555556
8730.0,1.11111111111
8867.33333333,1.09
8413.0,1.12444444444
9441.66666667,1.05444444444
9104.33333333,1.08
9056.33333333,1.07444444444
9120.0,1.08888888889
8869.0,1.09444444444
9417.66666667,1.06444444444
9457.33333333,1.06888888889
9511.0,1.07444444444
9157.66666667,1.07777777778
8696.66666667,1.09888888889
8854.66666667,1.07888888889
8620.33333333,1.11444444444
8755.0,1.08555555556
9285.66666667,1.09555555556
8956.0,1.08555555556
9272.66666667,1.05777777778
8542.66666667,1.10444444444
8940.0,1.07444444444
8433.0,1.09444444444
8456.33333333,1.10333333333
8753.33333333,1.09888888889
9052.33333333,1.09
8472.33333333,1.10222222222
8669.33333333,1.10555555556
8962.33333333,1.08111111111
9393.66666667,1.05333333333
8734.0,1.12
9086.66666667,1.10777777778
9165.0,1.08333333333
8592.0,1.10555555556
8746.0,1.08777777778
8539.33333333,1.11111111111
8483.0,1.10444444444
8721.0,1.10222222222
8898.33333333,1.07666666667
9198.66666667,1.05222222222
9022.33333333,1.05777777778
8830.66666667,1.05333333333
8476.0,1.08222222222
8553.33333333,1.06666666667
9141.66666667,1.04222222222
9167.33333333,1.03777777778
8975.0,1.05
8229.33333333,1.09111111111
8840.0,1.05777777778
9620.66666667,1.01
9409.33333333,1.03888888889
9412.33333333,1.02777777778
9589.33333333,1.02555555556
9362.0,1.02555555556
9016.0,1.04555555556
9522.33333333,1.02555555556
8990.33333333,1.04666666667
9087.33333333,1.05666666667
8969.66666667,1.05222222222
9121.66666667,1.03444444444
8852.66666667,1.07444444444
8498.66666667,1.07444444444
9074.66666667,1.04555555556
9329.33333333,1.03777777778
9165.0,1.04333333333
9355.33333333,1.04
9038.0,1.03555555556
9153.66666667,1.03222222222
9262.0,1.02888888889
9022.66666667,1.05
8992.33333333,1.05888888889
9522.0,1.03666666667
8938.0,1.06777777778
9260.0,1.03777777778
9167.66666667,1.05
8902.66666667,1.06222222222
8944.33333333,1.05777777778
9071.33333333,1.06666666667
9355.66666667,1.05333333333
9488.0,1.01777777778
