Throughput,latency(ms)
10988.3333333,1.53222222222
11137.3333333,1.53
11159.0,1.53777777778
11101.0,1.54777777778
11148.0,1.60111111111
11141.0,1.54
11087.6666667,1.56666666667
11106.3333333,1.55111111111
11134.0,1.53666666667
11182.3333333,1.52
11092.6666667,1.5
11150.6666667,1.51444444444
11183.6666667,1.53111111111
11025.3333333,1.54888888889
11236.3333333,1.52222222222
11101.3333333,1.57333333333
11056.6666667,1.58555555556
11139.0,1.54111111111
11158.0,1.52666666667
11130.6666667,1.58888888889
11119.0,1.57333333333
11128.3333333,1.62333333333
11115.3333333,1.6
11159.3333333,1.60888888889
11101.6666667,1.53666666667
11128.3333333,1.61666666667
11188.0,1.58666666667
11075.6666667,1.59555555556
11143.6666667,1.53222222222
11184.3333333,1.58
11076.3333333,1.56111111111
11164.3333333,1.56333333333
11170.0,1.55888888889
11077.3333333,1.56777777778
11139.3333333,1.53222222222
11275.3333333,1.53111111111
10997.3333333,1.55444444444
11130.3333333,1.53111111111
11104.0,1.49666666667
11163.3333333,1.45333333333
11094.0,1.49666666667
11094.0,1.48222222222
11158.3333333,1.5
11153.3333333,1.53
11074.6666667,1.49
11159.6666667,1.48222222222
11090.0,1.52
11186.6666667,1.56222222222
11068.6666667,1.52555555556
11148.0,1.50666666667
11129.0,1.54
11090.3333333,1.57
11170.0,1.51222222222
11188.0,1.53
11018.3333333,1.49777777778
11265.0,1.47333333333
11072.6666667,1.48333333333
11253.0,1.49444444444
11070.6666667,1.45666666667
11074.0,1.49888888889
11164.0,1.51111111111
11063.0,1.49222222222
11167.3333333,1.49666666667
11162.3333333,1.50666666667
11125.3333333,1.53222222222
11025.6666667,1.51888888889
11145.0,1.52444444444
11082.6666667,1.53222222222
11125.0,1.51555555556
11200.0,1.48444444444
11139.0,1.52
11097.6666667,1.53444444444
11138.3333333,1.48333333333
11126.3333333,1.53333333333
11140.6666667,1.50555555556
11159.3333333,1.50111111111
11231.6666667,1.51222222222
10972.6666667,1.53111111111
11135.6666667,1.49444444444
11047.0,1.50777777778
11221.6666667,1.50888888889
11173.6666667,1.51666666667
11154.6666667,1.54333333333
11107.3333333,1.55222222222
11199.3333333,1.54333333333
11065.3333333,1.53888888889
11140.0,1.51222222222
11023.0,1.54444444444
11235.3333333,1.52222222222
