Throughput,latency(ms)
12064.6666667,15.9444444444
11123.3333333,17.2755555556
11111.6666667,17.3033333333
11131.0,17.3077777778
11113.3333333,17.2677777778
11128.6666667,17.3422222222
11123.6666667,17.3011111111
11127.6666667,17.2955555556
11108.0,17.3133333333
11115.6666667,17.3377777778
11129.6666667,17.3044444444
11131.3333333,17.2955555556
11109.0,17.2966666667
11123.0,17.3188888889
11127.3333333,17.2722222222
11107.3333333,17.3544444444
11121.6666667,17.2933333333
11122.6666667,17.2711111111
11196.6666667,17.2088888889
11111.0,17.29
11128.3333333,17.3066666667
11210.6666667,17.1
11139.6666667,17.3433333333
11206.6666667,17.1977777778
11085.0,17.2966666667
11112.0,17.2722222222
11139.6666667,17.3166666667
11158.6666667,17.2166666667
11140.6666667,17.2811111111
11257.6666667,17.0644444444
11148.3333333,17.3388888889
11133.6666667,17.2422222222
11140.6666667,17.2811111111
11115.6666667,17.2944444444
11154.0,17.3077777778
11116.6666667,17.2422222222
11132.0,17.27
11164.6666667,17.2677777778
11197.3333333,17.2288888889
11085.0,17.3011111111
11151.3333333,17.2266666667
11127.6666667,17.2277777778
11207.6666667,17.3
11040.6666667,17.37
11119.3333333,17.2622222222
11115.3333333,17.3311111111
11181.0,17.2711111111
11125.6666667,17.2611111111
11065.0,17.3266666667
11244.6666667,17.1944444444
11174.3333333,17.2522222222
11085.6666667,17.29
11138.3333333,17.2411111111
11142.0,17.2755555556
11214.0,17.1988888889
11074.3333333,17.3011111111
11136.6666667,17.29
11130.3333333,17.2977777778
11126.3333333,17.3122222222
11127.6666667,17.2588888889
11173.0,17.2366666667
11139.0,17.2655555556
11153.0,17.3055555556
11125.0,17.2511111111
11084.6666667,17.2988888889
11146.6666667,17.3366666667
11140.3333333,17.2633333333
11075.3333333,17.3266666667
11100.6666667,17.3488888889
11235.0,17.1044444444
11109.6666667,17.3677777778
11187.6666667,17.19
11132.6666667,17.2866666667
11232.6666667,17.1966666667
11026.0,17.4055555556
11169.6666667,17.2122222222
11213.0,17.17
11149.0,17.2411111111
11098.3333333,17.3022222222
11065.6666667,17.3644444444
11296.3333333,17.1277777778
11118.3333333,17.2566666667
11138.3333333,17.2655555556
11149.0,17.2633333333
11141.0,17.2877777778
11090.3333333,17.3277777778
11124.6666667,17.3455555556
11083.3333333,17.3366666667
11159.6666667,17.2888888889
