Throughput,latency(ms)
11153.6666667,13.1633333333
11121.3333333,13.1755555556
11144.3333333,13.1211111111
11143.6666667,13.1255555556
11121.6666667,13.1922222222
11096.6666667,13.1866666667
11199.6666667,13.0866666667
11103.3333333,13.1866666667
11158.3333333,13.1611111111
11094.0,13.1844444444
11169.6666667,13.1555555556
11030.0,13.2
11195.0,13.1788888889
11124.3333333,13.1577777778
11138.6666667,13.1488888889
11077.3333333,13.1666666667
11192.3333333,13.1511111111
11042.6666667,13.2022222222
11165.0,13.1488888889
11115.3333333,13.11
11208.6666667,13.1766666667
11086.0,13.1544444444
11142.6666667,13.1555555556
11120.6666667,13.1855555556
11143.3333333,13.14
11075.6666667,13.1988888889
11189.6666667,13.0722222222
11109.0,13.2522222222
11137.3333333,13.1411111111
11128.6666667,13.1755555556
11110.6666667,13.1622222222
11135.0,13.1633333333
11160.6666667,13.16
11050.3333333,13.1966666667
11183.3333333,13.1022222222
11166.6666667,13.1388888889
11123.0,13.1966666667
11037.6666667,13.2244444444
11222.0,13.1166666667
11033.6666667,13.2611111111
11146.0,13.21
11129.0,13.1588888889
11100.3333333,13.1866666667
11266.6666667,13.0533333333
11061.6666667,13.2077777778
11126.3333333,13.1933333333
11051.3333333,13.2188888889
11121.0,13.1933333333
11151.0,13.1633333333
11114.6666667,13.1911111111
11132.0,13.17
11095.0,13.1944444444
11182.3333333,13.1377777778
11093.3333333,13.19
11174.0,13.1077777778
11114.0,13.2122222222
11129.0,13.1744444444
11189.6666667,13.1333333333
11071.0,13.19
11158.6666667,13.1255555556
11186.6666667,13.1066666667
11128.6666667,13.1711111111
11134.3333333,13.1577777778
11155.0,13.1522222222
11140.0,13.1611111111
11168.0,13.13
11033.0,13.2266666667
11197.6666667,13.1044444444
11126.6666667,13.1477777778
11048.3333333,13.2311111111
11204.6666667,13.0844444444
11078.0,13.2177777778
11197.3333333,13.1155555556
11108.3333333,13.1188888889
11124.3333333,13.2111111111
11187.6666667,13.1466666667
11097.6666667,13.2255555556
11073.3333333,13.1988888889
11128.6666667,13.1722222222
11180.6666667,13.1477777778
