Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1539.775,74.5525004038,5.199625,0.266203708759
1,1,2,1763.975,99.4633670876,4.542375,0.271233673603
1,1,Total,3303.75,106.264001311,4.871,0.164219288403
1,2,1,1627.35,84.2170342672,4.923,0.271374373574
1,2,2,1868.3875,103.613875928,4.289375,0.250024524114
1,2,Total,3495.7375,124.43103359,4.6061875,0.172717014015
1,3,1,1435.9625,64.3265883469,5.575125,0.254453963656
1,3,2,1629.7,92.3801173194,4.91775,0.290912901838
1,3,Total,3065.6625,102.356777833,5.2464375,0.173024461851
1,Total,Total,9865.15,307.944968781,4.907875,0.153946895469
2,1,1,1569.775,74.0347121801,5.1,0.271531055174
2,1,2,1751.55,95.7489993999,4.57325,0.241497307163
2,1,Total,3321.325,113.618367988,4.836625,0.172844363665
2,2,1,1620.925,87.2793819085,4.944875,0.310454928546
2,2,2,1871.7625,93.7450412191,4.278625,0.219681839849
2,2,Total,3492.6875,130.4209925,4.61175,0.198864020713
2,3,1,1454.5,63.6779873736,5.504625,0.275368309172
2,3,2,1632.4875,102.008809963,4.914,0.337145876101
2,3,Total,3086.9875,112.839473046,5.2093125,0.206882746327
2,Total,Total,9901.0,305.765401922,4.88589583333,0.158854891314
3,1,1,1548.0625,61.1721670287,5.166625,0.213547159289
3,1,2,1834.4875,120.850257145,4.379,0.406219370803
3,1,Total,3382.55,131.577950136,4.7728125,0.227061364245
3,2,1,1597.7625,68.7765127244,5.0095,0.218810940878
3,2,2,1941.6375,125.37702571,4.135875,0.344187517886
3,2,Total,3539.4,139.850788478,4.5726875,0.198473515993
3,3,1,1426.3625,63.2381962268,5.611375,0.256148413022
3,3,2,1694.1,110.811117662,4.739375,0.404504208956
3,3,Total,3120.4625,121.584678389,5.175375,0.22506366891
3,Total,Total,10042.4125,325.178770453,4.84029166667,0.17101043614
Total,Total,Total,9936.1875,192.421016684,4.87802083333,0.0979922227967
