MW host,Average Throughput,Std Throughput,Average Response Time,Std Response Time,Average Queue Time,Std Queue Time,Average Queue Length,Std Queue Length,Average Server Time,Std Server Time
1,7448.7375,447.5918384175382,2.4852280416666663,0.14700460598168646,0.20282904166666665,0.03511179050023151,1.8416666666666666,4.140818008514426,2.25950825,0.13395339142058074
2,6897.158333333334,673.8115525118769,2.7702376666666666,0.5038278101144695,0.19502866666666668,0.03413832207648828,1.5166666666666666,3.6060927831089584,2.5523376666666664,0.49691884261600916
Total,14345.895833333334,886.5582985449788,2.6277328541666662,0.39722650544961297,0.19892885416666667,0.03481194114800635,3.3583333333333334,5.804046825594703,2.405922958333333,0.39197124952457985
