PING MIDDLEWARE 2
mw2 > client1
PING 10.0.0.9 (10.0.0.9) 56(84) bytes of data.
64 bytes from 10.0.0.9: icmp_seq=1 ttl=64 time=0.642 ms
64 bytes from 10.0.0.9: icmp_seq=2 ttl=64 time=0.866 ms
64 bytes from 10.0.0.9: icmp_seq=3 ttl=64 time=0.811 ms
64 bytes from 10.0.0.9: icmp_seq=4 ttl=64 time=0.807 ms
64 bytes from 10.0.0.9: icmp_seq=5 ttl=64 time=0.757 ms
64 bytes from 10.0.0.9: icmp_seq=6 ttl=64 time=0.595 ms
64 bytes from 10.0.0.9: icmp_seq=7 ttl=64 time=0.698 ms
64 bytes from 10.0.0.9: icmp_seq=8 ttl=64 time=0.727 ms
64 bytes from 10.0.0.9: icmp_seq=9 ttl=64 time=0.725 ms
64 bytes from 10.0.0.9: icmp_seq=10 ttl=64 time=0.675 ms
64 bytes from 10.0.0.9: icmp_seq=11 ttl=64 time=0.710 ms
64 bytes from 10.0.0.9: icmp_seq=12 ttl=64 time=0.704 ms
64 bytes from 10.0.0.9: icmp_seq=13 ttl=64 time=4.33 ms
64 bytes from 10.0.0.9: icmp_seq=14 ttl=64 time=0.804 ms
64 bytes from 10.0.0.9: icmp_seq=15 ttl=64 time=0.709 ms
64 bytes from 10.0.0.9: icmp_seq=16 ttl=64 time=0.820 ms
64 bytes from 10.0.0.9: icmp_seq=17 ttl=64 time=0.661 ms
64 bytes from 10.0.0.9: icmp_seq=18 ttl=64 time=0.932 ms
64 bytes from 10.0.0.9: icmp_seq=19 ttl=64 time=0.850 ms
64 bytes from 10.0.0.9: icmp_seq=20 ttl=64 time=0.641 ms
64 bytes from 10.0.0.9: icmp_seq=21 ttl=64 time=0.793 ms
64 bytes from 10.0.0.9: icmp_seq=22 ttl=64 time=0.743 ms
64 bytes from 10.0.0.9: icmp_seq=23 ttl=64 time=0.699 ms
64 bytes from 10.0.0.9: icmp_seq=24 ttl=64 time=0.738 ms
64 bytes from 10.0.0.9: icmp_seq=25 ttl=64 time=0.678 ms
64 bytes from 10.0.0.9: icmp_seq=26 ttl=64 time=0.693 ms
64 bytes from 10.0.0.9: icmp_seq=27 ttl=64 time=0.581 ms
64 bytes from 10.0.0.9: icmp_seq=28 ttl=64 time=0.676 ms
64 bytes from 10.0.0.9: icmp_seq=29 ttl=64 time=1.01 ms
64 bytes from 10.0.0.9: icmp_seq=30 ttl=64 time=0.583 ms
64 bytes from 10.0.0.9: icmp_seq=31 ttl=64 time=0.774 ms
64 bytes from 10.0.0.9: icmp_seq=32 ttl=64 time=0.639 ms
64 bytes from 10.0.0.9: icmp_seq=33 ttl=64 time=0.753 ms
64 bytes from 10.0.0.9: icmp_seq=34 ttl=64 time=1.44 ms
64 bytes from 10.0.0.9: icmp_seq=35 ttl=64 time=36.1 ms
64 bytes from 10.0.0.9: icmp_seq=36 ttl=64 time=0.656 ms
64 bytes from 10.0.0.9: icmp_seq=37 ttl=64 time=0.701 ms
mw2 > client2
PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=0.970 ms
64 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=1.34 ms
64 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=0.698 ms
64 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=0.602 ms
64 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=0.613 ms
64 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=0.672 ms
64 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=0.637 ms
64 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=0.479 ms
64 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=0.577 ms
64 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=0.622 ms
64 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=0.611 ms
64 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=0.635 ms
64 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=0.511 ms
64 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=0.629 ms
64 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=0.552 ms
64 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=0.615 ms
64 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=0.652 ms
64 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=0.457 ms
64 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=0.566 ms
64 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=0.596 ms
64 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=0.560 ms
64 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=0.539 ms
64 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=0.480 ms
64 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=0.557 ms
64 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=0.684 ms
64 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=0.673 ms
64 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=1.07 ms
64 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=0.580 ms
64 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=0.620 ms
64 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=0.562 ms
