Throughput,Latency
3068,13.03
2999,13.35
3144,12.7
3116,12.83
3236,12.35
3192,12.53
3260,12.26
3180,12.57
3246,12.32
3177,12.59
3211,12.44
3193,12.53
3122,12.79
3158,12.63
3116,12.86
3204,12.48
3051,13.08
3091,12.94
3092,12.92
3075,13.01
3145,12.71
3094,12.93
3104,12.89
3115,12.81
3066,13.04
3086,12.94
3092,12.94
3120,12.8
3126,12.79
3109,12.88
3154,12.66
2954,13.55
3082,12.97
3115,12.83
3085,12.98
3094,12.89
3055,13.06
3003,13.34
2955,13.55
3025,13.21
3024,13.22
3125,12.81
3100,12.88
3114,12.83
3122,12.81
3132,12.77
3007,13.28
3053,13.1
3073,13.02
3111,12.85
3106,12.86
3080,12.98
3126,12.79
3056,13.08
3118,12.81
3105,12.89
3088,12.95
3107,12.85
3091,12.95
3032,13.17
3041,13.14
3017,13.27
3034,13.19
3024,13.19
3029,13.21
3159,12.65
3163,12.64
3153,12.7
3167,12.61
3145,12.73
2982,13.36
3169,12.66
3187,12.54
3118,12.8
3203,12.49
3164,12.64
3229,12.39
3118,12.79
3155,12.69
3101,12.91
