Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2792.7375,94.650823149,58.17821525,1.99969009099,0.0,0.0,2792.7375,0.0,2792.7375,0.156725,0.00291645267449,55.357246125,1.90334358551,2.78758425,0.0962164511155
1,2,3358.65,79.1563266621,48.52666775,1.11259455374,0.0,0.0,3358.65,0.0,3358.65,0.1572,0.00289215438074,46.181259,1.05844316362,2.326461875,0.0545469556656
1,Total,6151.3875,149.114728895,53.3524415,1.3626327331,0.0,0.0,6151.3875,0.0,6151.3875,0.1569625,0.00212843170409,50.7692525625,1.29695247664,2.5570230625,0.0656754395816
2,1,2799.975,107.722096155,58.097377,2.32031924653,0.0,0.0,2799.975,0.0,2799.975,0.1562625,0.00298834762352,55.280580375,2.21040155984,2.78363175,0.109912957723
2,2,3374.1625,102.628547827,48.259191375,1.54230361024,0.0,0.0,3374.1625,0.0,3374.1625,0.1577875,0.00300081739919,45.92712125,1.46892632342,2.313137125,0.0715673923557
2,Total,6174.1375,181.308656593,53.1782841875,1.70648512098,0.0,0.0,6174.1375,0.0,6174.1375,0.157025,0.00211519517608,50.6038508125,1.62613999766,2.5483844375,0.0796412776538
3,1,2792.3875,114.200411641,58.10046675,2.36797613225,0.0,0.0,2792.3875,0.0,2792.3875,0.1570625,0.00285667661205,55.28401,2.24869967278,2.782572,0.118938790038
3,2,3347.5,110.446275387,48.657978875,1.65235625697,0.0,0.0,3347.5,0.0,3347.5,0.15725,0.0026884657523,46.306624875,1.57324199195,2.332496375,0.078760022601
3,Total,6139.8875,192.690083285,53.3792228125,1.73950964162,0.0,0.0,6139.8875,0.0,6139.8875,0.15715625,0.00204628986588,50.7953174375,1.65381991961,2.5575341875,0.085365656786
Total,Total,6155.1375,97.1519275611,53.3033161667,0.907971361551,0.0,0.0,6155.1375,0.0,6155.1375,0.157047916667,0.00112951508396,50.7228069375,0.863717082002,2.55431389583,0.0440230605876
