Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,923.2625,32.1380502232,60.697625,2.11720214455
1,1,2,1109.8125,26.7880068338,50.45,1.1709954653
1,1,Total,2033.075,47.223083553,55.5738125,1.34945165698
1,2,1,927.5875,32.1076881641,60.4125,2.10681083601
1,2,2,1116.5,26.2736331227,50.160375,1.22373411085
1,2,Total,2044.0875,47.9871274274,55.2864375,1.36926483873
1,3,1,916.9,35.620574342,61.132375,2.2818742262
1,3,2,1101.85,27.4908960765,50.819,1.25367369021
1,3,Total,2018.75,53.9954287798,55.9756875,1.498255894
1,Total,Total,6095.9125,141.892381554,55.6119791667,1.3588390142
2,1,1,924.55,31.6435447453,60.613375,2.0706410331
2,1,2,1116.4875,31.5674859767,50.166,1.44639543239
2,1,Total,2041.0375,54.6763651413,55.3896875,1.53220415893
2,2,1,928.9625,36.0528598385,60.350625,2.43908851192
2,2,2,1123.475,33.7754966983,49.860125,1.57677165276
2,2,Total,2052.4375,62.0728122368,55.105375,1.7934968275
2,3,1,918.75,38.3978177123,61.0275,2.68015657015
2,3,2,1108.55,33.3602886792,50.52925,1.56339194289
2,3,Total,2027.3,63.2091965749,55.778375,1.88197626651
2,Total,Total,6120.775,169.127917659,55.4244791667,1.62785219979
3,1,1,924.9,34.5120048825,60.59375,2.41599332246
3,1,2,1106.925,36.0083587342,50.615,1.72790207177
3,1,Total,2031.825,57.6896487216,55.604375,1.69191457257
3,2,1,929.8125,35.6289221692,60.280625,2.28070627732
3,2,2,1114.65,33.7972735025,50.265875,1.60392611161
3,2,Total,2044.4625,58.3631025607,55.27325,1.61557277142
3,3,1,919.2625,38.6102707363,61.00075,2.64758632615
3,3,2,1100.35,37.8418093072,50.91475,1.70645533493
3,3,Total,2019.6125,65.1330660837,55.95775,1.87417963488
3,Total,Total,6095.9,169.827358354,55.6117916667,1.59752176602
Total,Total,Total,6104.19583333,84.8979314993,55.5494166667,0.816344817795
