Throughput,Latency
3872,3.65
4394,3.18
4145,3.34
4088,3.45
4246,3.29
4334,3.23
4393,3.18
4353,3.21
4135,3.38
4311,3.24
3962,3.52
4211,3.33
4218,3.31
4513,3.09
4390,3.19
4463,3.13
4627,3.02
4389,3.18
4410,3.17
4258,3.29
4413,3.16
4503,3.1
4368,3.2
4256,3.29
4264,3.28
4311,3.24
4462,3.14
4213,3.3
4171,3.37
4380,3.19
4310,3.24
4334,3.23
4235,3.3
4379,3.19
4180,3.34
4284,3.26
4396,3.18
4275,3.27
4232,3.3
4292,3.26
4197,3.33
4435,3.15
4171,3.35
4390,3.18
4394,3.19
4312,3.24
4449,3.15
4277,3.26
4272,3.28
4031,3.47
4052,3.44
4188,3.3
4039,3.49
4333,3.23
4398,3.18
4104,3.41
4361,3.21
4279,3.27
4405,3.17
4474,3.12
4375,3.19
4398,3.18
4355,3.22
4238,3.3
4128,3.39
4420,3.16
4419,3.16
4160,3.36
4370,3.2
4251,3.28
4031,3.46
4049,3.47
4131,3.38
4260,3.28
4248,3.29
4420,3.16
4383,3.19
4330,3.23
4316,3.24
4325,3.23
