PING MIDDLEWARE 2
mw2 > client1
PING 10.0.0.9 (10.0.0.9) 56(84) bytes of data.
64 bytes from 10.0.0.9: icmp_seq=1 ttl=64 time=0.834 ms
64 bytes from 10.0.0.9: icmp_seq=2 ttl=64 time=1.10 ms
64 bytes from 10.0.0.9: icmp_seq=3 ttl=64 time=0.943 ms
64 bytes from 10.0.0.9: icmp_seq=4 ttl=64 time=0.759 ms
64 bytes from 10.0.0.9: icmp_seq=5 ttl=64 time=0.779 ms
64 bytes from 10.0.0.9: icmp_seq=6 ttl=64 time=1.42 ms
64 bytes from 10.0.0.9: icmp_seq=7 ttl=64 time=4.92 ms
64 bytes from 10.0.0.9: icmp_seq=8 ttl=64 time=1.07 ms
64 bytes from 10.0.0.9: icmp_seq=9 ttl=64 time=1.07 ms
64 bytes from 10.0.0.9: icmp_seq=10 ttl=64 time=1.39 ms
64 bytes from 10.0.0.9: icmp_seq=11 ttl=64 time=0.868 ms
64 bytes from 10.0.0.9: icmp_seq=12 ttl=64 time=0.869 ms
64 bytes from 10.0.0.9: icmp_seq=13 ttl=64 time=1.60 ms
64 bytes from 10.0.0.9: icmp_seq=14 ttl=64 time=1.44 ms
64 bytes from 10.0.0.9: icmp_seq=15 ttl=64 time=0.987 ms
64 bytes from 10.0.0.9: icmp_seq=16 ttl=64 time=0.934 ms
64 bytes from 10.0.0.9: icmp_seq=17 ttl=64 time=0.886 ms
64 bytes from 10.0.0.9: icmp_seq=18 ttl=64 time=0.829 ms
64 bytes from 10.0.0.9: icmp_seq=19 ttl=64 time=1.26 ms
64 bytes from 10.0.0.9: icmp_seq=20 ttl=64 time=0.914 ms
64 bytes from 10.0.0.9: icmp_seq=21 ttl=64 time=1.16 ms
64 bytes from 10.0.0.9: icmp_seq=22 ttl=64 time=0.913 ms
64 bytes from 10.0.0.9: icmp_seq=23 ttl=64 time=1.41 ms
64 bytes from 10.0.0.9: icmp_seq=24 ttl=64 time=1.51 ms
64 bytes from 10.0.0.9: icmp_seq=25 ttl=64 time=0.814 ms
64 bytes from 10.0.0.9: icmp_seq=26 ttl=64 time=0.957 ms
64 bytes from 10.0.0.9: icmp_seq=27 ttl=64 time=1.10 ms
64 bytes from 10.0.0.9: icmp_seq=28 ttl=64 time=0.961 ms
64 bytes from 10.0.0.9: icmp_seq=29 ttl=64 time=0.838 ms
64 bytes from 10.0.0.9: icmp_seq=30 ttl=64 time=0.853 ms
64 bytes from 10.0.0.9: icmp_seq=31 ttl=64 time=1.88 ms
64 bytes from 10.0.0.9: icmp_seq=32 ttl=64 time=1.24 ms
64 bytes from 10.0.0.9: icmp_seq=33 ttl=64 time=0.957 ms
64 bytes from 10.0.0.9: icmp_seq=34 ttl=64 time=1.51 ms
64 bytes from 10.0.0.9: icmp_seq=35 ttl=64 time=0.874 ms
