Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,4733.791666666667,388.72852270628596,0.4205,0.03406491464897338
2,889.8875,45.2489146636986,2.246875,0.11328411075236446
3,3581.4166666666665,322.1785305987979,0.5574166666666667,0.05022119830028825
Total,9205.095833333333,573.126647397817,1.0749305555555555,0.8344463377480028
