  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
  2459      0      0       0   2459   2459   2087.89    58.99   2011.09      0
  2357      0      0       0   2357   2357   2092.91    62.97   2013.43      0
  2373      0      0       0   2373   2373   2112.97    59.75   2034.96      0
  2381      0      0       0   2381   2381   2127.67    79.11   2030.45      0
  2419      0      0       0   2419   2419   2066.87    64.51   1985.83      0
  2422      0      0       0   2422   2422   2069.78    54.42   1997.25      0
  2461      0      0       0   2461   2461   2026.76    46.24   1963.96      0
  2468      0      0       0   2468   2468   2089.40    75.61   1996.23      0
  2379      0      0       0   2379   2379   2162.04    98.42   2042.20      0
  2354      0      0       0   2354   2354   2185.81    78.08   2086.70      0
  2383      0      0       0   2383   2383   2174.80    92.61   2045.09      0
  2436      0      0       0   2436   2436   2127.72    30.65   2047.84      0
  2375      0      0       0   2375   2375   2041.13    94.56   1915.42      0
  2460      0      0       0   2460   2460   2069.61    45.65   2005.62      0
  2428      0      0       0   2428   2428   2170.95    98.20   2045.70      0
  2388      0      0       0   2388   2388   2129.34    69.48   2044.61      0
  2413      0      0       0   2413   2413   2107.27    93.24   1993.98      0
  2397      0      0       0   2397   2397   2129.49   100.46   2011.88      0
  2323      0      0       0   2323   2323   2141.25    67.01   2049.25      0
  2505      0      0       0   2505   2505   2077.09    68.08   1992.36      0
  2492      0      0       0   2492   2492   2092.43    75.64   1998.12      0
  2573      0      0       0   2573   2573   1986.89    38.76   1933.85      0
  2455      0      0       0   2455   2455   2126.87    88.83   2011.79      0
  2326      0      0       0   2326   2326   2238.03   116.54   2103.56      5
  2515      0      0       0   2515   2515   2053.55    99.68   1935.66      0
  2478      0      0       0   2478   2478   2065.00    89.53   1956.80      2
  2496      0      0       0   2496   2496   2071.19    85.36   1969.66      0
  2498      0      0       0   2498   2498   2059.00    80.97   1961.32      0
  2547      0      0       0   2547   2547   2054.19    96.83   1939.41      0
  2456      0      0       0   2456   2456   2097.82    92.79   1988.01      0
  2530      0      0       0   2530   2530   2008.04    51.32   1942.57      0
  2428      0      0       0   2428   2428   2048.68    69.49   1961.75      0
  2455      0      0       0   2455   2455   2042.40    36.91   1991.07      0
  2449      0      0       0   2449   2449   2116.59    58.75   2043.24      0
  2438      0      0       0   2438   2438   2078.59    63.44   1998.10      0
  2326      0      0       0   2326   2326   2046.08    43.39   1986.51      0
  2430      0      0       0   2430   2430   2090.36    61.85   2012.67      0
  2409      0      0       0   2409   2409   2078.74    56.58   2006.97      0
  2424      0      0       0   2424   2424   2066.49    37.63   2014.84      0
  2497      0      0       0   2497   2497   2060.41    49.14   1995.49      0
  2563      0      0       0   2563   2563   2011.96    52.39   1942.12      3
  2479      0      0       0   2479   2479   2077.46    84.03   1975.97      0
  2382      0      0       0   2382   2382   2148.79    72.00   2060.08      0
  2415      0      0       0   2415   2415   2127.98    53.76   2059.21      0
  2387      0      0       0   2387   2387   2128.81    77.42   2033.31      0
  2439      0      0       0   2439   2439   2090.25    66.51   2007.20      5
  2484      0      0       0   2484   2484   2063.47    79.58   1966.63      0
  2479      0      0       0   2479   2479   2125.05    85.56   2022.58      3
  2488      0      0       0   2488   2488   2100.69    97.36   1988.14      0
  2504      0      0       0   2504   2504   2108.07    94.74   1993.53      0
  2508      0      0       0   2508   2508   2067.67    79.02   1971.99      0
  2503      0      0       0   2503   2503   2037.21    31.93   1990.33      0
  2439      0      0       0   2439   2439   2105.97    62.30   2027.60      0
  2412      0      0       0   2412   2412   2120.76    80.66   2024.18      0
  2462      0      0       0   2462   2462   2025.41    37.64   1971.66      0
  2409      0      0       0   2409   2409   2134.58    72.99   2039.65      0
  2451      0      0       0   2451   2451   2099.13    92.13   1987.94      0
  2509      0      0       0   2509   2509   2021.45    51.87   1953.68      0
  2531      0      0       0   2531   2531   1993.90    16.12   1963.17      0
  2495      0      0       0   2495   2495   2005.67    36.95   1952.67      0
  2563      0      0       0   2563   2563   1978.64    62.59   1897.51      0
  2490      0      0       0   2490   2490   2079.13    48.08   2014.83      0
  2530      0      0       0   2530   2530   1972.90    57.05   1899.52      0
  2444      0      0       0   2444   2444   2121.51    56.07   2049.36      0
  2510      0      0       0   2510   2510   2028.57    29.34   1984.44      0
  2603      0      0       0   2603   2603   2010.44    64.91   1927.90      0
  2547      0      0       0   2547   2547   2026.77    77.18   1931.30      0
  2469      0      0       0   2469   2469   2116.74    90.45   2007.36      0
  2421      0      0       0   2421   2421   2117.68    89.60   2011.66      0
  2445      0      0       0   2445   2445   2069.12    53.50   1997.59      0
  2486      0      0       0   2486   2486   2048.78    62.13   1968.58      0
  2452      0      0       0   2452   2452   2024.84    79.85   1927.71      0
  2495      0      0       0   2495   2495   2085.05   105.12   1960.40      0
  2552      0      0       0   2552   2552   2021.50    47.36   1958.11      0
  2429      0      0       0   2429   2429   2077.34    64.89   1995.48      0
  2450      0      0       0   2450   2450   2110.20    88.04   2005.34      3
  2452      0      0       0   2452   2452   2096.28    63.80   2014.59      0
  2471      0      0       0   2471   2471   2073.56    83.63   1967.85      0
  2369      0      0       0   2369   2369   2174.74    85.11   2071.83      0
  2400      0      0       0   2400   2400   2152.82    93.97   2041.51      0
