Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,7030.9375,205.750576771,18.9616085,0.619222103453,0.0,0.0,7030.9375,0.0,7030.9375,74.825,19.6351370659,10.03120975,0.426814261498,8.878102625,0.230860645641
1,2,8382.3625,357.046224138,16.49484625,0.84639252608,0.0,0.0,8382.3625,0.0,8382.3625,74.4875,22.5534491735,9.003478375,0.568948886954,7.45579125,0.329419831316
1,Total,15413.3,401.244847753,17.728227375,0.507563743168,0.0,0.0,15413.3,0.0,15413.3,74.65625,16.4718005575,9.5173440625,0.347145951579,8.1669469375,0.196621771606
2,1,7077.7125,193.231558719,18.860660875,0.497817447996,0.0,0.0,7077.7125,0.0,7077.7125,70.8875,17.608250188,9.96336975,0.360380591214,8.849162125,0.189138790368
2,2,8245.65,496.630879406,16.63308225,1.20897921962,0.0,0.0,8245.65,0.0,8245.65,71.7375,22.9207460888,9.036311375,0.712561812631,7.557895875,0.564541269754
2,Total,15323.3625,491.306608327,17.7468715625,0.593683934327,0.0,0.0,15323.3625,0.0,15323.3625,71.3125,13.7825276934,9.4998405625,0.385383315986,8.203529,0.268159780498
3,1,6970.3,223.683229907,19.218219125,0.645191995187,0.0,0.0,6970.3,0.0,6970.3,73.225,22.4949924104,10.198439125,0.426296890249,8.971197,0.259717620915
3,2,8556.45,301.572373076,16.097862375,0.774063547473,0.0,0.0,8556.45,0.0,8556.45,81.775,20.2890348886,8.77332125,0.558416334534,7.29268625,0.258148430904
3,Total,15526.75,366.061781463,17.65804075,0.491109780841,0.0,0.0,15526.75,0.0,15526.75,77.5,15.2169958279,9.4858801875,0.361801577097,8.131941625,0.167166140852
Total,Total,15421.1375,245.590317237,17.7110465625,0.283471271793,0.0,0.0,15421.1375,0.0,15421.1375,74.4895833333,8.94188707205,9.50102160417,0.196306804626,8.16747252083,0.114216605804
