Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2328.075,56.4912393791,24.05575,0.598116823185
1,1,2,2788.55,119.080644943,20.109,0.901437108599
1,1,Total,5116.625,127.806358175,22.082375,0.517310458776
1,2,1,2327.3375,58.2602071787,24.065375,0.600147542513
1,2,2,2816.0125,108.448143561,19.90775,0.820802285819
1,2,Total,5143.35,127.314928972,21.9865625,0.529683804503
1,3,1,2296.0625,52.9916028098,24.388125,0.573693548835
1,3,2,2680.525,103.300835709,20.9125,0.893494774127
1,3,Total,4976.5875,116.209075415,22.6503125,0.51910423318
1,Total,Total,15236.5625,324.006518287,22.23975,0.465929654602
2,1,1,2340.325,52.3587370147,23.925375,0.539000349334
2,1,2,2757.7125,186.076015075,20.3845,1.39751760026
2,1,Total,5098.0375,177.759504989,22.1549375,0.665294973006
2,2,1,2342.7,54.4394681844,23.90525,0.559215035292
2,2,2,2780.4125,183.551234095,20.24175,1.70973443419
2,2,Total,5123.1125,168.484908519,22.0735,0.791287766311
2,3,1,2300.725,50.0786659648,24.338125,0.528887281308
2,3,2,2647.5625,185.086694962,21.276,1.98624740004
2,3,Total,4948.2875,167.795173038,22.8070625,0.91410733026
2,Total,Total,15169.4375,461.25025042,22.3451666667,0.70522764676
3,1,1,2311.0875,69.4514116196,24.24,0.775620617165
3,1,2,2840.45,102.721437251,19.731625,0.74140039192
3,1,Total,5151.5375,123.671875352,21.9858125,0.543321036965
3,2,1,2318.2375,72.3221071564,24.166875,0.761495187697
3,2,2,2874.5125,101.921040889,19.499125,0.727814821611
3,2,Total,5192.75,131.405402274,21.833,0.559136766856
3,3,1,2268.975,70.4394838573,24.690375,0.794056152958
3,3,2,2763.2875,100.084039845,20.280375,0.776997537995
3,3,Total,5032.2625,126.298595736,22.485375,0.592766403817
3,Total,Total,15376.55,356.945937828,22.1013958333,0.51984874489
Total,Total,Total,15260.85,214.25470797,22.2287708333,0.315086635972
