Throughput,Latency
3872,16.38
3923,16.56
3814,16.68
3892,16.4
3766,16.92
3815,16.97
3811,16.73
3794,16.79
3825,16.66
3990,16.22
3772,16.89
3809,16.73
3793,16.8
3841,16.72
3716,17.15
3838,16.87
3773,16.88
3801,16.74
3771,16.95
3793,16.77
4056,16.0
3854,16.49
3859,16.53
3760,16.98
3960,16.31
3882,16.45
3951,16.13
3828,16.59
3766,17.07
3867,16.7
3758,17.0
3915,16.24
3849,16.64
3683,17.23
3908,16.63
3844,16.61
3831,16.64
3888,16.36
3818,16.94
3822,16.68
3904,16.33
3860,16.76
3789,16.81
3851,16.46
3813,17.0
3741,17.0
3880,16.46
3725,17.1
3736,17.26
3844,16.57
3832,16.56
3804,17.07
3771,16.91
3819,16.59
3864,16.71
3707,17.22
3866,16.53
3870,16.51
3728,17.07
3726,17.27
3865,16.68
3801,16.77
3812,16.72
3877,16.49
3766,17.0
3792,17.03
3840,16.62
3833,16.61
3922,16.45
3817,16.71
3706,17.12
3785,16.89
3983,16.23
3708,17.1
3802,16.8
3840,16.86
3855,16.5
3861,16.48
3919,16.49
3798,16.78
