Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,7837.666666666667,353.42501902457957,1.0184166666666667,0.046302549399494304
2,2274.8125,141.62748832691625,3.5262499999999997,0.2141737553705863
3,7078.25,458.6631064172096,1.1319583333333332,0.07347841692995823
Total,17190.729166666668,556.7816718500073,1.892208333333333,1.1648216352443153
