SETS,GETS,MGETS,INVLD,TOT,HITS,RSP T,Q T,SVR T,Q LEN
0,2609,0,0,2609,2353,1906.29,100.02,1760.86,4
0,2631,0,0,2631,2328,1879.14,88.91,1760.24,0
0,2440,0,0,2440,2134,2059.55,176.89,1838.73,0
0,2483,0,0,2483,2180,1928.95,113.42,1792.28,0
0,2623,0,0,2623,2380,1882.73,111.21,1745.21,0
0,2467,0,0,2467,2272,1957.90,111.80,1820.33,0
0,2448,0,0,2448,2234,1971.79,98.48,1835.18,0
0,2424,0,0,2424,2169,2004.19,110.42,1864.90,6
0,2415,0,0,2415,2257,1976.81,108.74,1844.52,0
0,2572,0,0,2572,2268,1902.81,103.97,1771.78,0
0,2470,0,0,2470,2224,1907.44,84.21,1801.36,0
0,2309,0,0,2309,2121,1967.49,101.30,1842.16,0
0,2592,0,0,2592,2251,1953.04,120.90,1807.20,0
0,2500,0,0,2500,2215,1970.52,94.48,1851.26,0
0,2411,0,0,2411,2089,2014.89,121.78,1862.94,0
0,2528,0,0,2528,2255,2031.83,153.50,1851.85,0
0,2446,0,0,2446,2197,2015.92,157.07,1832.66,0
0,2662,0,0,2662,2404,1954.68,121.04,1807.48,0
0,2561,0,0,2561,2277,1982.48,105.64,1851.35,0
0,2602,0,0,2602,2292,1965.52,116.32,1823.82,0
0,2560,0,0,2560,2285,1923.95,125.18,1772.73,0
0,2455,0,0,2455,2202,2037.34,99.18,1912.49,0
0,2525,0,0,2525,2249,1933.13,105.16,1800.56,0
0,2622,0,0,2622,2346,1906.81,107.47,1774.03,0
0,2497,0,0,2497,2198,2009.74,165.43,1816.94,0
0,2451,0,0,2451,2196,1919.05,109.92,1782.67,0
0,2446,0,0,2446,2166,1874.39,101.33,1745.38,4
0,2493,0,0,2493,2237,1916.68,102.98,1788.53,0
0,2460,0,0,2460,2190,2000.84,153.50,1816.97,0
0,2473,0,0,2473,2222,1973.04,112.35,1834.82,0
0,2680,0,0,2680,2368,1865.86,90.91,1749.36,0
0,2633,0,0,2633,2369,1817.31,94.94,1699.32,0
0,2581,0,0,2581,2283,1902.06,106.14,1771.33,0
0,2600,0,0,2600,2281,1907.21,107.45,1774.84,0
0,2511,0,0,2511,2229,2010.39,95.59,1890.32,0
0,2548,0,0,2548,2288,1962.11,115.29,1813.25,0
0,2619,0,0,2619,2345,1896.26,106.58,1764.06,0
0,2593,0,0,2593,2318,1900.76,118.05,1757.02,0
0,2524,0,0,2524,2239,1909.73,99.97,1784.00,0
0,2620,0,0,2620,2266,1853.46,107.12,1720.58,0
0,2600,0,0,2600,2282,1899.50,109.01,1764.05,0
0,2497,0,0,2497,2297,1941.10,103.12,1810.64,0
0,2539,0,0,2539,2333,1981.16,115.02,1837.77,0
0,2476,0,0,2476,2243,1985.98,100.27,1857.56,0
0,2537,0,0,2537,2277,1934.05,103.04,1805.43,0
0,2565,0,0,2565,2307,1928.17,96.03,1805.08,0
0,2541,0,0,2541,2260,1966.04,109.14,1830.21,0
0,2567,0,0,2567,2302,1952.67,121.17,1789.11,0
0,2558,0,0,2558,2263,1988.64,140.85,1824.09,0
0,2532,0,0,2532,2213,1998.85,125.31,1844.62,0
0,2512,0,0,2512,2196,2007.90,123.14,1858.09,0
0,2534,0,0,2534,2289,1984.46,99.12,1857.79,0
0,2492,0,0,2492,2227,1959.25,101.28,1829.28,0
0,2417,0,0,2417,2192,2014.61,90.69,1899.80,0
0,2499,0,0,2499,2261,1958.95,118.20,1813.68,0
0,2494,0,0,2494,2209,1872.82,95.02,1754.83,0
0,2576,0,0,2576,2295,1922.19,84.31,1813.12,0
0,2569,0,0,2569,2271,1984.53,101.90,1857.72,0
0,2572,0,0,2572,2247,1943.50,102.94,1807.54,0
0,2534,0,0,2534,2246,1890.13,93.20,1770.57,0
0,2521,0,0,2521,2247,2063.66,103.95,1933.37,0
0,2504,0,0,2504,2219,1970.58,123.01,1819.79,0
0,2587,0,0,2587,2336,1938.87,105.03,1805.97,0
0,2558,0,0,2558,2286,1971.89,95.25,1848.24,0
0,2379,0,0,2379,2142,2118.97,120.70,1970.60,0
0,2425,0,0,2425,2161,2087.72,116.49,1944.93,0
0,2347,0,0,2347,2110,2052.54,143.17,1881.54,0
0,2651,0,0,2651,2361,1861.41,103.73,1727.84,0
0,2356,0,0,2356,2103,2062.83,152.45,1879.41,0
0,2555,0,0,2555,2284,1970.10,94.95,1837.45,0
0,2482,0,0,2482,2207,1999.34,105.88,1853.32,0
0,2516,0,0,2516,2267,1993.34,143.68,1816.22,0
0,2521,0,0,2521,2277,2122.13,90.50,1987.27,3
0,2494,0,0,2494,2238,1963.83,138.46,1799.73,1
0,2536,0,0,2536,2284,1921.42,106.02,1791.00,0
0,2560,0,0,2560,2301,2043.85,121.55,1889.58,0
0,2613,0,0,2613,2351,1886.87,119.61,1744.12,0
0,2562,0,0,2562,2325,2022.08,91.69,1906.39,1
0,2694,0,0,2694,2443,1867.18,106.10,1738.08,0
0,2625,0,0,2625,2339,1886.90,95.27,1769.60,0
