Throughput,Latency
14716,4.35
14308,4.49
13935,4.59
13846,4.62
13747,4.63
13012,4.91
12830,4.99
12852,4.95
13690,4.7
14020,4.56
13505,4.74
13409,4.77
13817,4.63
13843,4.62
13934,4.6
13842,4.63
13344,4.8
14094,4.54
13273,4.82
14091,4.49
14202,4.54
14033,4.56
13418,4.75
14178,4.52
14121,4.55
14146,4.52
12882,4.94
13454,4.76
13740,4.66
13900,4.6
14441,4.45
13665,4.65
14217,4.53
13818,4.63
14341,4.46
14415,4.44
13751,4.62
13994,4.58
13898,4.6
15068,4.26
14465,4.44
14175,4.49
14382,4.45
14458,4.44
13860,4.61
14014,4.54
14387,4.45
13823,4.63
13707,4.69
14069,4.56
13873,4.61
13833,4.6
13915,4.62
14114,4.51
14566,4.41
13751,4.65
13785,4.62
14045,4.57
14367,4.44
14949,4.28
14325,4.49
14474,4.39
14005,4.59
14420,4.43
14339,4.47
13952,4.56
14451,4.43
13152,4.89
14084,4.51
13927,4.6
13891,4.6
14245,4.49
14538,4.42
13794,4.61
14199,4.54
13797,4.62
13759,4.66
14170,4.5
13409,4.79
14209,4.5
