Throughput,Latency
1949,0.5
2398,0.41
2202,0.44
2588,0.38
2943,0.34
2226,0.44
2372,0.41
2151,0.45
2194,0.44
2680,0.37
1958,0.5
2238,0.44
2018,0.49
2008,0.49
2605,0.38
2255,0.43
2044,0.48
2461,0.4
2091,0.47
2274,0.43
1745,0.57
1822,0.54
1848,0.53
1697,0.58
2099,0.47
2245,0.44
1843,0.53
2056,0.48
1898,0.52
1995,0.49
1919,0.51
2066,0.47
1859,0.52
2026,0.49
1889,0.52
1830,0.54
2248,0.44
2104,0.46
2034,0.48
1891,0.51
1561,0.62
1583,0.61
1700,0.58
2166,0.45
2068,0.47
1875,0.52
2289,0.43
1919,0.5
1878,0.52
2806,0.35
1921,0.51
2601,0.37
1862,0.53
1756,0.56
2224,0.44
1697,0.57
2479,0.39
2272,0.43
2152,0.46
2299,0.43
2603,0.38
2225,0.44
2265,0.44
2068,0.48
1845,0.53
1570,0.63
2087,0.47
1883,0.52
2762,0.35
1784,0.55
2287,0.43
2481,0.4
1938,0.51
2063,0.47
2428,0.41
2499,0.39
2165,0.45
2309,0.43
2288,0.43
2698,0.36
