Throughput,Latency
2048,0.48
1859,0.53
2033,0.49
1974,0.49
1791,0.54
1639,0.6
1750,0.57
2045,0.48
1924,0.5
1947,0.5
2174,0.45
2223,0.44
1970,0.5
1909,0.51
1481,0.66
1460,0.65
1491,0.65
1562,0.64
1550,0.63
1527,0.64
2026,0.48
2007,0.49
1895,0.51
1624,0.6
1918,0.51
2383,0.41
2052,0.47
1832,0.52
1666,0.59
1799,0.54
1708,0.57
1934,0.5
2051,0.48
2187,0.45
2297,0.42
1672,0.58
2092,0.46
1915,0.51
1527,0.64
1752,0.56
2156,0.45
1967,0.5
1996,0.49
1978,0.49
1901,0.52
1823,0.54
1966,0.5
2026,0.49
1708,0.58
1671,0.59
2106,0.46
2039,0.48
2181,0.45
1950,0.5
2215,0.44
1869,0.52
2168,0.45
2083,0.47
1925,0.51
2244,0.44
2001,0.49
2109,0.47
1667,0.59
2015,0.49
1684,0.57
1622,0.6
1795,0.55
1832,0.53
2048,0.48
1922,0.51
1958,0.49
1883,0.52
2134,0.46
1834,0.53
1804,0.53
1953,0.5
2056,0.48
1955,0.51
2258,0.43
2134,0.46
