Throughput,Latency
7194,1.11
7091,1.12
6683,1.2
7576,1.06
7000,1.14
7523,1.06
7042,1.13
7586,1.05
6796,1.17
6543,1.22
6634,1.2
7520,1.06
6848,1.17
7047,1.13
7036,1.13
6762,1.18
7083,1.13
7175,1.11
7340,1.09
7166,1.11
7421,1.07
7303,1.09
7858,1.01
6869,1.16
6834,1.17
7226,1.1
6845,1.17
7102,1.12
6949,1.15
6861,1.16
6764,1.18
6952,1.15
6705,1.19
6863,1.17
7047,1.13
7143,1.12
6754,1.19
7644,1.04
6700,1.19
7088,1.12
7155,1.11
7212,1.11
6247,1.28
6583,1.21
7590,1.05
6710,1.19
6997,1.14
6932,1.15
7633,1.04
6711,1.19
7036,1.14
6623,1.2
6949,1.16
6374,1.25
6547,1.21
6353,1.26
5952,1.34
6477,1.24
6773,1.18
7015,1.13
6998,1.15
6958,1.14
7035,1.13
7168,1.11
7087,1.13
6667,1.2
6518,1.22
7143,1.12
6613,1.2
7157,1.12
6599,1.21
6137,1.29
6463,1.24
6721,1.19
6907,1.16
6445,1.24
6462,1.23
7206,1.11
6340,1.26
6499,1.23
