Throughput,Latency
3376,8.28
3347,8.34
3377,8.29
3255,8.6
3375,8.29
3338,8.39
3334,8.39
3176,8.8
3251,8.62
3131,8.92
3183,8.8
3237,8.64
3182,8.8
3197,8.74
3298,8.5
3162,8.84
3114,8.99
3186,8.79
3167,8.83
3235,8.65
3206,8.72
3122,8.96
3107,9.02
3115,8.97
3183,8.8
3091,9.05
3115,8.99
3075,9.09
3081,9.08
3085,9.08
3172,8.81
3145,8.91
3211,8.71
3124,8.95
3106,9.01
3083,9.07
3089,9.06
3070,9.11
3097,9.05
3085,9.06
3064,9.12
3110,9.0
3070,9.1
3022,9.27
2970,9.4
3011,9.3
2806,10.0
3063,9.13
3136,8.92
3097,9.04
3106,9.0
3135,8.92
3325,8.43
3326,8.41
3341,8.37
3166,8.83
3070,9.12
3084,9.06
3171,8.82
3196,8.61
3241,8.79
3244,8.62
3216,8.69
3161,8.84
3120,8.97
3167,8.84
3218,8.7
3132,8.93
3129,8.94
3092,9.05
3179,8.8
3124,8.95
3069,9.11
3083,9.07
3162,8.86
3183,8.79
3032,9.22
3185,8.8
3078,9.09
3065,9.11
