Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,9476.5625,896.641779883725,2.547791666666667,0.2579199835644706
2,9497.020833333334,878.810885677865,2.543875,0.2538432311157097
Total,18973.583333333332,1360.177930049852,2.5458333333333334,0.25562999531047925
